Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Minnesota Wild,2014/11/15  @ DAL,DAL,1,1,0,0,0,2,2,1,22,28,0,1,0,2,0,100,27,29,48.2
Minnesota Wild,2014/11/28  @ DAL,DAL,1,1,0,0,0,2,5,4,34,45,0,1,0,3,0,100,30,45,40
Minnesota Wild,2015/01/03  @ DAL,DAL,1,0,1,0,0,0,1,7,22,35,1,4,25,5,1,80,31,38,44.9
Minnesota Wild,2015/02/22  vs. DAL,DAL,1,1,0,0,0,2,6,2,35,20,1,2,50,3,1,66.7,31,41,43.1
Minnesota Wild,2015/01/20  @ DET,DET,1,0,0,0,1,1,4,4,38,24,2,5,40,2,1,50,38,29,56.7
Minnesota Wild,2015/04/04  vs. DET,DET,1,0,0,0,1,1,2,2,24,22,1,6,16.7,2,1,50,29,25,53.7
Minnesota Wild,2015/01/27  @ EDM,EDM,1,1,0,0,0,2,2,1,29,24,0,2,0,3,0,100,25,34,42.4
Minnesota Wild,2015/02/20  @ EDM,EDM,1,1,0,0,0,2,4,0,29,15,0,0,0,1,0,100,19,28,40.4
Minnesota Wild,2015/02/24  vs. EDM,EDM,1,0,1,0,0,0,1,2,34,19,0,3,0,2,0,100,40,26,60.6
Minnesota Wild,2014/11/24  @ FLA,FLA,1,1,0,0,0,2,4,1,39,30,0,3,0,3,0,100,24,37,39.3
Minnesota Wild,2015/02/12  vs. FLA,FLA,1,1,0,0,0,2,2,1,23,27,1,2,50,5,0,100,36,34,51.4
Minnesota Wild,2014/10/19  @ LAK,LAK,1,0,1,0,0,0,1,2,41,16,0,5,0,2,1,50,28,37,43.1
Minnesota Wild,2014/11/26  vs. LAK,LAK,1,0,1,0,0,0,0,4,28,22,0,2,0,2,0,100,21,26,44.7
Minnesota Wild,2015/03/28  vs. LAK,LAK,1,1,0,0,0,2,4,1,20,32,1,2,50,3,0,100,30,32,48.4
Minnesota Wild,2014/11/08  @ MTL,MTL,1,0,1,0,0,0,1,4,31,31,0,2,0,1,0,100,26,37,41.3
Minnesota Wild,2014/12/03  vs. MTL,MTL,1,1,0,0,0,2,2,1,35,19,0,5,0,1,0,100,29,32,47.5
Minnesota Wild,2014/11/11  @ NJD,NJD,1,0,1,0,0,0,1,3,24,23,0,4,0,7,1,85.7,33,25,56.9
Minnesota Wild,2015/03/10  vs. NJD,NJD,1,1,0,0,0,2,6,2,38,32,1,4,25,0,0,0,31,28,52.5
Minnesota Wild,2014/12/20  vs. NSH,NSH,1,0,0,0,1,1,5,6,27,44,2,4,50,4,1,75,43,40,51.8
Minnesota Wild,2015/01/10  vs. NSH,NSH,1,0,1,0,0,0,1,3,37,27,0,5,0,2,0,100,34,29,54
Minnesota Wild,2015/02/26  @ NSH,NSH,1,1,0,0,0,2,4,2,30,29,0,2,0,2,0,100,40,33,54.8
Minnesota Wild,2015/03/17  @ NSH,NSH,1,1,0,0,0,2,3,2,21,27,0,0,0,4,0,100,32,24,57.1
Minnesota Wild,2015/04/09  @ NSH,NSH,1,1,0,0,0,2,4,2,27,34,1,1,100,2,0,100,34,25,57.6
Minnesota Wild,2014/12/09  vs. NYI,NYI,1,1,0,0,0,2,5,4,30,19,1,5,20,5,1,80,44,20,68.8
Minnesota Wild,2015/03/24  @ NYI,NYI,1,1,0,0,0,2,1,1,32,38,0,1,0,1,0,100,21,36,36.8
Minnesota Wild,2014/10/27  @ NYR,NYR,1,0,1,0,0,0,4,5,30,20,0,4,0,1,0,100,17,30,36.2
Minnesota Wild,2015/04/02  vs. NYR,NYR,1,0,1,0,0,0,2,3,28,26,0,2,0,6,1,83.3,37,21,63.8
Minnesota Wild,2014/11/06  @ OTT,OTT,1,0,1,0,0,0,0,3,35,17,0,3,0,5,1,80,30,29,50.8
Minnesota Wild,2015/03/03  vs. OTT,OTT,1,1,0,0,0,2,2,2,38,33,0,3,0,4,0,100,32,29,52.5
Minnesota Wild,2014/11/20  @ PHI,PHI,1,1,0,0,0,2,3,2,29,39,1,5,20,3,1,66.7,29,31,48.3
Minnesota Wild,2014/12/23  vs. PHI,PHI,1,0,1,0,0,0,2,5,24,30,1,5,20,1,0,100,35,34,50.7
Minnesota Wild,2014/11/04  vs. PIT,PIT,1,0,1,0,0,0,1,4,34,22,0,4,0,3,1,66.7,35,28,55.6
Minnesota Wild,2015/01/13  @ PIT,PIT,1,0,1,0,0,0,2,7,32,37,0,1,0,2,1,50,30,32,48.4
Minnesota Wild,2014/10/30  vs. SJS,SJS,1,1,0,0,0,2,3,3,46,28,0,1,0,2,1,50,47,24,66.2
Minnesota Wild,2014/12/11  @ SJS,SJS,1,0,1,0,0,0,1,2,19,30,0,2,0,3,1,66.7,25,28,47.2
Minnesota Wild,2015/01/06  vs. SJS,SJS,1,0,0,0,1,1,3,4,31,26,0,2,0,4,0,100,32,38,45.7
Minnesota Wild,2014/11/29  vs. STL,STL,1,0,0,0,1,1,2,2,38,26,1,5,20,2,0,100,36,28,56.3
Minnesota Wild,2015/03/14  @ STL,STL,1,1,0,0,0,2,3,1,19,42,0,2,0,2,0,100,25,34,42.4
Minnesota Wild,2015/03/21  vs. STL,STL,1,1,0,0,0,2,6,3,28,29,1,4,25,4,2,50,22,31,41.5
Minnesota Wild,2015/04/11  @ STL,STL,1,0,1,0,0,0,2,4,25,23,1,4,25,2,1,50,27,24,52.9
Minnesota Wild,2014/10/25  vs. TBL,TBL,1,1,0,0,0,2,7,2,22,19,0,1,0,4,0,100,24,29,45.3
Minnesota Wild,2014/11/22  @ TBL,TBL,1,0,1,0,0,0,1,2,31,28,0,3,0,2,1,50,29,30,49.2
Minnesota Wild,2015/01/02  vs. TOR,TOR,1,1,0,0,0,2,3,1,29,35,1,3,33.3,4,1,75,36,30,54.5
Minnesota Wild,2015/03/23  @ TOR,TOR,1,1,0,0,0,2,2,1,32,36,0,3,0,4,0,100,26,35,42.6
Minnesota Wild,2015/02/01  @ VAN,VAN,1,1,0,0,0,2,4,2,20,37,1,2,50,4,0,100,33,33,50
Minnesota Wild,2015/02/09  vs. VAN,VAN,1,1,0,0,0,2,5,3,32,25,2,5,40,1,0,100,40,24,62.5
Minnesota Wild,2015/02/16  @ VAN,VAN,1,0,1,0,0,0,2,3,22,29,0,1,0,1,0,100,24,17,58.5
Minnesota Wild,2014/11/16  vs. WPG,WPG,1,1,0,0,0,2,4,3,27,25,1,5,20,8,0,100,34,28,54.8
Minnesota Wild,2014/12/27  vs. WPG,WPG,1,0,0,0,1,1,3,4,25,23,1,5,20,3,0,100,33,32,50.8
Minnesota Wild,2014/12/29  @ WPG,WPG,1,1,0,0,0,2,3,2,31,30,0,4,0,3,2,33.3,29,37,43.9
Minnesota Wild,2015/02/10  @ WPG,WPG,1,0,0,0,1,1,1,2,30,34,0,3,0,4,0,100,32,35,47.8
Minnesota Wild,2015/04/06  vs. WPG,WPG,1,0,1,0,0,0,0,2,32,34,0,3,0,4,1,75,41,25,62.1
Minnesota Wild,2015/03/05  @ WSH,WSH,1,1,0,0,0,2,2,1,30,25,0,2,0,1,1,0,28,37,43.1
Minnesota Wild,2015/03/19  vs. WSH,WSH,1,0,1,0,0,0,2,3,30,27,1,3,33.3,4,0,100,26,28,48.1
Montréal Canadiens,2014/12/18  vs. ANA,ANA,1,0,1,0,0,0,1,2,24,23,1,3,33.3,3,0,100,41,35,53.9
Montréal Canadiens,2015/03/04  @ ANA,ANA,1,0,1,0,0,0,1,3,38,33,1,3,33.3,1,0,100,35,41,46.1
Montréal Canadiens,2015/02/01  vs. ARI,ARI,1,0,1,0,0,0,2,3,20,32,0,2,0,2,2,0,42,38,52.5
Montréal Canadiens,2015/03/07  @ ARI,ARI,1,1,0,0,0,2,2,0,35,28,0,1,0,2,0,100,34,28,54.8
Montréal Canadiens,2014/10/16  vs. BOS,BOS,1,1,0,0,0,2,6,4,26,29,2,3,66.7,3,1,66.7,39,31,55.7
Montréal Canadiens,2014/11/13  vs. BOS,BOS,1,1,0,0,0,2,5,1,34,22,1,5,20,3,1,66.7,36,25,59
Montréal Canadiens,2014/11/22  @ BOS,BOS,1,1,0,0,0,2,2,0,23,33,1,3,33.3,2,0,100,30,29,50.8
Montréal Canadiens,2015/02/08  @ BOS,BOS,1,1,0,0,0,2,3,1,34,35,0,3,0,0,0,0,38,39,49.4
Montréal Canadiens,2014/11/05  @ BUF,BUF,1,1,0,0,0,2,1,1,32,32,0,1,0,4,1,75,36,26,58.1
Montréal Canadiens,2014/11/28  @ BUF,BUF,1,0,1,0,0,0,1,2,31,25,1,3,33.3,4,1,75,43,21,67.2
Montréal Canadiens,2014/11/29  vs. BUF,BUF,1,0,0,0,1,1,3,3,44,26,0,2,0,1,0,100,49,19,72.1
Montréal Canadiens,2015/02/03  vs. BUF,BUF,1,0,1,0,0,0,2,3,34,18,0,2,0,1,0,100,35,29,54.7
Montréal Canadiens,2014/12/16  vs. CAR,CAR,1,1,0,0,0,2,4,1,29,26,0,5,0,4,0,100,30,19,61.2
Montréal Canadiens,2014/12/29  @ CAR,CAR,1,1,0,0,0,2,3,1,19,29,0,1,0,2,1,50,32,32,50
Montréal Canadiens,2015/03/19  vs. CAR,CAR,1,1,0,0,0,2,4,0,22,31,0,1,0,1,0,100,29,28,50.9
Montréal Canadiens,2015/01/14  @ CBJ,CBJ,1,1,0,0,0,2,3,2,31,16,3,7,42.9,1,1,0,35,24,59.3
Montréal Canadiens,2015/02/21  vs. CBJ,CBJ,1,1,0,0,0,2,3,1,24,32,1,3,33.3,4,0,100,26,32,44.8
Montréal Canadiens,2015/02/26  @ CBJ,CBJ,1,1,0,0,0,2,5,2,27,27,0,2,0,2,0,100,24,26,48
Montréal Canadiens,2014/10/28  @ CGY,CGY,1,1,0,0,0,2,1,1,19,38,0,3,0,7,0,100,28,31,47.4
Montréal Canadiens,2014/11/02  vs. CGY,CGY,1,0,1,0,0,0,2,6,20,36,0,1,0,6,1,83.3,37,20,64.9
Montréal Canadiens,2014/11/04  vs. CHI,CHI,1,0,1,0,0,0,0,5,28,32,0,4,0,4,1,75,32,32,50
Montréal Canadiens,2014/12/05  @ CHI,CHI,1,0,1,0,0,0,3,4,41,36,1,3,33.3,5,1,80,31,33,48.4
Montréal Canadiens,2014/10/18  vs. COL,COL,1,1,0,0,0,2,3,2,36,34,1,3,33.3,4,0,100,32,33,49.2
Montréal Canadiens,2014/12/01  @ COL,COL,1,1,0,0,0,2,4,3,30,29,1,2,50,1,0,100,34,30,53.1
Montréal Canadiens,2014/12/06  @ DAL,DAL,1,0,1,0,0,0,1,4,17,29,0,2,0,6,2,66.7,31,35,47
Montréal Canadiens,2015/01/27  vs. DAL,DAL,1,1,0,0,0,2,3,2,26,42,1,5,20,5,1,80,35,30,53.8
Montréal Canadiens,2014/10/21  vs. DET,DET,1,1,0,0,0,2,2,1,36,28,0,1,0,3,0,100,37,22,62.7
Montréal Canadiens,2014/11/16  @ DET,DET,1,1,0,0,0,2,4,1,19,29,0,4,0,6,1,83.3,34,41,45.3
Montréal Canadiens,2015/02/16  @ DET,DET,1,1,0,0,0,2,2,0,29,25,0,1,0,2,0,100,23,39,37.1
Montréal Canadiens,2015/04/09  vs. DET,DET,1,1,0,0,0,2,4,3,26,27,1,4,25,5,0,100,25,32,43.9
Montréal Canadiens,2014/10/27  @ EDM,EDM,1,0,1,0,0,0,0,3,29,19,0,4,0,6,0,100,29,37,43.9
Montréal Canadiens,2015/02/12  vs. EDM,EDM,1,0,0,0,1,1,3,4,26,38,0,3,0,3,0,100,35,28,55.6
Montréal Canadiens,2014/12/30  @ FLA,FLA,1,1,0,0,0,2,1,1,34,37,0,2,0,3,0,100,31,39,44.3
Montréal Canadiens,2015/02/19  vs. FLA,FLA,1,0,0,0,1,1,2,2,39,21,0,1,0,1,0,100,40,25,61.5
Montréal Canadiens,2015/03/17  @ FLA,FLA,1,1,0,0,0,2,3,2,25,43,0,3,0,4,0,100,27,36,42.9
Montréal Canadiens,2015/03/28  vs. FLA,FLA,1,1,0,0,0,2,3,2,25,23,2,4,50,1,1,0,32,34,48.5
Montréal Canadiens,2015/04/05  @ FLA,FLA,1,1,0,0,0,2,4,1,28,25,1,7,14.3,4,1,75,34,35,49.3
Montréal Canadiens,2014/12/12  vs. LAK,LAK,1,1,0,0,0,2,6,2,20,46,2,3,66.7,5,0,100,40,23,63.5
Montréal Canadiens,2015/03/05  @ LAK,LAK,1,0,0,0,1,1,3,3,18,29,0,3,0,5,2,60,26,30,46.4
Montréal Canadiens,2014/11/08  vs. MIN,MIN,1,1,0,0,0,2,4,1,31,31,0,1,0,2,0,100,37,26,58.7
Montréal Canadiens,2014/12/03  @ MIN,MIN,1,0,1,0,0,0,1,2,19,35,0,1,0,5,0,100,32,29,52.5
Montréal Canadiens,2015/01/02  @ NJD,NJD,1,1,0,0,0,2,4,2,26,24,1,4,25,3,0,100,29,27,51.8
Montréal Canadiens,2015/02/07  vs. NJD,NJD,1,1,0,0,0,2,6,2,44,23,3,3,100,1,0,100,44,24,64.7
Montréal Canadiens,2015/04/03  @ NJD,NJD,1,0,0,0,1,1,2,2,33,18,1,6,16.7,1,0,100,30,30,50
Montréal Canadiens,2015/01/20  vs. NSH,NSH,1,1,0,0,0,2,2,1,27,37,2,3,66.7,1,0,100,35,38,47.9
Montréal Canadiens,2015/03/24  @ NSH,NSH,1,0,0,0,1,1,2,3,29,31,0,1,0,4,1,75,25,38,39.7
Montréal Canadiens,2014/12/23  @ NYI,NYI,1,1,0,0,0,2,3,1,21,38,0,3,0,2,0,100,27,28,49.1
Montréal Canadiens,2015/01/17  vs. NYI,NYI,1,1,0,0,0,2,6,4,35,31,2,4,50,3,1,66.7,37,30,55.2
Montréal Canadiens,2015/03/14  @ NYI,NYI,1,1,0,0,0,2,3,1,30,36,0,4,0,5,1,80,30,35,46.2
Montréal Canadiens,2014/10/25  vs. NYR,NYR,1,1,0,0,0,2,3,1,30,35,0,1,0,2,0,100,41,32,56.2
Montréal Canadiens,2014/11/23  @ NYR,NYR,1,0,1,0,0,0,0,5,21,34,0,1,0,2,0,100,29,22,56.9
Montréal Canadiens,2015/01/29  @ NYR,NYR,1,1,0,0,0,2,1,0,26,24,0,3,0,2,0,100,30,29,50.8
Montréal Canadiens,2014/12/20  vs. OTT,OTT,1,1,0,0,0,2,4,1,29,25,1,4,25,3,0,100,27,26,50.9
Montréal Canadiens,2015/01/15  @ OTT,OTT,1,0,1,0,0,0,1,4,26,35,0,4,0,4,0,100,28,40,41.2
Montréal Canadiens,2015/02/18  @ OTT,OTT,1,0,1,0,0,0,2,4,44,39,0,2,0,3,1,66.7,24,32,42.9
Montréal Canadiens,2015/03/12  vs. OTT,OTT,1,0,1,0,0,0,2,5,29,28,1,5,20,3,1,66.7,30,30,50
Montréal Canadiens,2014/10/11  @ PHI,PHI,1,1,0,0,0,2,3,3,38,32,0,3,0,5,1,80,27,26,50.9
Montréal Canadiens,2014/11/15  vs. PHI,PHI,1,1,0,0,0,2,6,3,28,29,3,3,100,5,1,80,37,28,56.9
Montréal Canadiens,2015/02/10  vs. PHI,PHI,1,1,0,0,0,2,2,1,41,24,0,3,0,1,0,100,34,27,55.7
Montréal Canadiens,2014/11/18  vs. PIT,PIT,1,0,1,0,0,0,0,4,27,22,0,3,0,1,1,0,40,25,61.5
Montréal Canadiens,2015/01/03  @ PIT,PIT,1,1,0,0,0,2,4,1,33,31,0,4,0,1,0,100,35,30,53.8
Montréal Canadiens,2015/01/10  vs. PIT,PIT,1,0,0,0,1,1,1,2,28,37,0,4,0,4,1,75,20,32,38.5
Montréal Canadiens,2015/03/02  @ SJS,SJS,1,0,1,0,0,0,0,4,20,37,0,0,0,3,2,33.3,24,41,36.9
Montréal Canadiens,2015/03/21  vs. SJS,SJS,1,1,0,0,0,2,2,0,29,29,0,0,0,2,0,100,28,29,49.1
Montréal Canadiens,2014/11/20  vs. STL,STL,1,1,0,0,0,2,4,1,30,32,0,2,0,0,0,0,26,26,50
Montréal Canadiens,2015/02/24  @ STL,STL,1,1,0,0,0,2,5,2,23,29,1,2,50,2,0,100,37,27,57.8
Montréal Canadiens,2014/10/13  @ TBL,TBL,1,0,1,0,0,0,1,7,17,41,0,4,0,5,2,60,41,30,57.7
Montréal Canadiens,2015/01/06  vs. TBL,TBL,1,0,1,0,0,0,2,4,22,36,0,3,0,6,2,66.7,33,27,55
Montréal Canadiens,2015/03/10  vs. TBL,TBL,1,0,0,0,1,1,0,1,19,36,0,1,0,4,0,100,36,24,60
Montréal Canadiens,2015/03/16  @ TBL,TBL,1,0,1,0,0,0,2,4,34,34,1,4,25,4,2,50,35,39,47.3
Montréal Canadiens,2015/03/30  vs. TBL,TBL,1,0,1,0,0,0,3,5,28,44,1,3,33.3,5,1,80,31,31,50
Montréal Canadiens,2014/10/08  @ TOR,TOR,1,1,0,0,0,2,4,3,32,27,0,2,0,3,1,66.7,37,26,58.7
Montréal Canadiens,2015/02/14  vs. TOR,TOR,1,1,0,0,0,2,1,1,32,29,1,5,20,4,0,100,29,29,50
Montréal Canadiens,2015/02/28  vs. TOR,TOR,1,1,0,0,0,2,4,0,23,30,0,4,0,3,0,100,29,25,53.7
Montréal Canadiens,2015/04/11  @ TOR,TOR,1,1,0,0,0,2,3,3,33,22,0,3,0,5,0,100,34,40,45.9
Montréal Canadiens,2014/10/30  @ VAN,VAN,1,0,0,0,1,1,2,3,25,30,0,3,0,2,1,50,38,30,55.9
Montréal Canadiens,2014/12/09  vs. VAN,VAN,1,1,0,0,0,2,3,1,25,16,0,5,0,2,0,100,28,23,54.9
Montréal Canadiens,2014/11/11  vs. WPG,WPG,1,1,0,0,0,2,3,0,27,29,0,3,0,3,0,100,37,31,54.4
Montréal Canadiens,2015/03/26  @ WPG,WPG,1,0,1,0,0,0,2,5,41,22,0,4,0,1,0,100,32,32,50
Montréal Canadiens,2014/10/09  @ WSH,WSH,1,1,0,0,0,2,1,1,24,30,0,5,0,5,0,100,39,34,53.4
Montréal Canadiens,2015/01/31  vs. WSH,WSH,1,1,0,0,0,2,1,0,30,36,0,3,0,5,0,100,32,23,58.2
Montréal Canadiens,2015/04/02  vs. WSH,WSH,1,0,0,0,1,1,4,4,27,19,1,4,25,4,3,25,34,41,45.3
Nashville Predators,2015/01/04  @ ANA,ANA,1,0,0,0,1,1,3,3,30,33,2,4,50,3,0,100,29,37,43.9
Nashville Predators,2015/02/05  vs. ANA,ANA,1,0,1,0,0,0,2,5,46,26,1,4,25,4,0,100,37,33,52.8
Nashville Predators,2015/03/15  @ ANA,ANA,1,0,1,0,0,0,2,4,27,28,1,3,33.3,3,1,66.7,33,41,44.6
Nashville Predators,2014/10/21  vs. ARI,ARI,1,1,0,0,0,2,3,3,26,36,0,5,0,5,2,60,32,39,45.1
Nashville Predators,2014/12/11  @ ARI,ARI,1,1,0,0,0,2,5,1,38,32,1,5,20,3,1,66.7,29,31,48.3
Nashville Predators,2015/03/09  @ ARI,ARI,1,1,0,0,0,2,2,1,40,28,0,5,0,4,1,75,28,39,41.8
Nashville Predators,2014/12/16  vs. BOS,BOS,1,1,0,0,0,2,2,2,40,35,1,4,25,3,0,100,36,34,51.4
Nashville Predators,2014/12/23  @ BOS,BOS,1,0,1,0,0,0,3,5,25,25,0,2,0,4,1,75,24,40,37.5
Nashville Predators,2015/02/22  @ BUF,BUF,1,1,0,0,0,2,1,1,38,17,1,8,12.5,3,0,100,25,36,41
Nashville Predators,2015/03/21  vs. BUF,BUF,1,1,0,0,0,2,3,0,43,24,1,1,100,4,0,100,37,22,62.7
Nashville Predators,2014/12/02  @ CAR,CAR,1,0,1,0,0,0,1,2,33,25,0,1,0,2,0,100,37,23,61.7
Nashville Predators,2015/01/06  vs. CAR,CAR,1,1,0,0,0,2,3,2,26,25,0,2,0,3,2,33.3,36,29,55.4
Nashville Predators,2014/11/29  vs. CBJ,CBJ,1,1,0,0,0,2,2,1,42,22,0,4,0,4,1,75,31,35,47
Nashville Predators,2014/12/22  @ CBJ,CBJ,1,1,0,0,0,2,5,1,35,31,0,4,0,2,1,50,36,28,56.3
Nashville Predators,2014/10/14  vs. CGY,CGY,1,0,0,0,1,1,2,2,21,28,0,2,0,3,1,66.7,35,47,42.7
Nashville Predators,2014/10/31  @ CGY,CGY,1,0,1,0,0,0,3,4,31,30,1,1,100,2,2,0,39,30,56.5
Nashville Predators,2015/03/29  vs. CGY,CGY,1,0,1,0,0,0,2,5,29,30,0,1,0,1,0,100,34,21,61.8
Nashville Predators,2014/10/18  @ CHI,CHI,1,0,0,0,1,1,1,2,20,37,1,4,25,5,0,100,28,22,56
Nashville Predators,2014/10/23  vs. CHI,CHI,1,1,0,0,0,2,3,2,27,32,0,2,0,1,0,100,29,36,44.6
Nashville Predators,2014/12/06  vs. CHI,CHI,1,0,1,0,0,0,1,3,33,31,0,1,0,2,0,100,30,38,44.1
Nashville Predators,2014/12/29  @ CHI,CHI,1,0,0,0,1,1,4,4,40,42,1,5,20,5,1,80,33,29,53.2
Nashville Predators,2014/12/09  @ COL,COL,1,1,0,0,0,2,3,0,36,26,0,6,0,2,0,100,24,38,38.7
Nashville Predators,2015/01/27  vs. COL,COL,1,1,0,0,0,2,4,3,39,24,1,2,50,2,0,100,30,37,44.8
Nashville Predators,2015/01/30  @ COL,COL,1,0,1,0,0,0,0,3,23,28,0,2,0,4,0,100,19,34,35.8
Nashville Predators,2015/02/24  vs. COL,COL,1,1,0,0,0,2,5,2,41,20,0,2,0,4,1,75,37,25,59.7
Nashville Predators,2015/04/07  @ COL,COL,1,0,1,0,0,0,2,3,42,23,1,3,33.3,2,0,100,26,33,44.1
Nashville Predators,2014/10/11  vs. DAL,DAL,1,1,0,0,0,2,4,1,33,18,0,3,0,1,0,100,29,29,50
Nashville Predators,2014/11/06  @ DAL,DAL,1,1,0,0,0,2,3,2,33,35,2,3,66.7,1,0,100,26,41,38.8
Nashville Predators,2015/01/08  vs. DAL,DAL,1,1,0,0,0,2,3,2,24,20,0,2,0,3,0,100,32,31,50.8
Nashville Predators,2015/04/04  vs. DAL,DAL,1,0,0,0,1,1,3,4,36,24,0,2,0,1,1,0,31,35,47
Nashville Predators,2015/04/11  @ DAL,DAL,1,0,1,0,0,0,1,4,25,25,0,2,0,3,1,66.7,26,31,45.6
Nashville Predators,2015/01/17  @ DET,DET,1,0,1,0,0,0,2,5,36,24,1,3,33.3,2,2,0,29,29,50
Nashville Predators,2015/02/28  vs. DET,DET,1,0,1,0,0,0,3,4,40,25,1,4,25,5,1,80,30,35,46.2
Nashville Predators,2014/10/29  @ EDM,EDM,1,1,0,0,0,2,4,1,35,27,0,1,0,2,0,100,18,35,34
Nashville Predators,2014/11/11  vs. EDM,EDM,1,1,0,0,0,2,3,2,35,23,0,2,0,2,0,100,32,37,46.4
Nashville Predators,2014/11/27  vs. EDM,EDM,1,1,0,0,0,2,1,0,25,37,0,5,0,4,0,100,28,33,45.9
Nashville Predators,2014/11/22  vs. FLA,FLA,1,1,0,0,0,2,2,2,50,30,0,4,0,2,0,100,31,23,57.4
Nashville Predators,2015/02/08  @ FLA,FLA,1,1,0,0,0,2,2,2,25,36,2,4,50,3,0,100,32,33,49.2
Nashville Predators,2014/11/25  vs. LAK,LAK,1,1,0,0,0,2,3,3,33,21,0,4,0,3,0,100,30,36,45.5
Nashville Predators,2015/01/03  @ LAK,LAK,1,1,0,0,0,2,7,6,25,30,1,2,50,3,0,100,33,37,47.1
Nashville Predators,2015/03/14  @ LAK,LAK,1,1,0,0,0,2,2,1,23,24,1,3,33.3,1,1,0,22,27,44.9
Nashville Predators,2014/12/20  @ MIN,MIN,1,1,0,0,0,2,6,5,44,27,1,4,25,4,2,50,40,43,48.2
Nashville Predators,2015/01/10  @ MIN,MIN,1,1,0,0,0,2,3,1,27,37,0,2,0,5,0,100,29,34,46
Nashville Predators,2015/02/26  vs. MIN,MIN,1,0,1,0,0,0,2,4,29,30,0,2,0,2,0,100,33,40,45.2
Nashville Predators,2015/03/17  vs. MIN,MIN,1,0,0,0,1,1,2,3,27,21,0,4,0,0,0,0,24,32,42.9
Nashville Predators,2015/04/09  vs. MIN,MIN,1,0,1,0,0,0,2,4,34,27,0,2,0,1,1,0,25,34,42.4
Nashville Predators,2015/01/20  @ MTL,MTL,1,0,0,0,1,1,1,2,37,27,0,1,0,3,2,33.3,38,35,52.1
Nashville Predators,2015/03/24  vs. MTL,MTL,1,1,0,0,0,2,3,2,31,29,1,4,25,1,0,100,38,25,60.3
Nashville Predators,2015/02/14  vs. NJD,NJD,1,1,0,0,0,2,3,1,38,22,0,2,0,2,1,50,38,28,57.6
Nashville Predators,2015/03/03  @ NJD,NJD,1,0,1,0,0,0,1,3,34,23,0,3,0,2,1,50,29,22,56.9
Nashville Predators,2015/02/19  @ NYI,NYI,1,0,1,0,0,0,2,5,32,40,0,3,0,5,1,80,38,29,56.7
Nashville Predators,2015/03/05  vs. NYI,NYI,1,0,1,0,0,0,3,4,31,26,0,1,0,2,1,50,30,23,56.6
Nashville Predators,2015/02/07  vs. NYR,NYR,1,1,0,0,0,2,3,2,23,32,0,1,0,2,1,50,23,41,35.9
Nashville Predators,2015/03/02  @ NYR,NYR,1,0,1,0,0,0,1,4,26,40,0,3,0,1,0,100,36,31,53.7
Nashville Predators,2014/10/09  vs. OTT,OTT,1,1,0,0,0,2,3,2,37,20,1,3,33.3,5,1,80,36,28,56.3
Nashville Predators,2014/11/20  @ OTT,OTT,1,0,1,0,0,0,2,3,35,19,1,2,50,3,1,66.7,28,32,46.7
Nashville Predators,2014/12/27  vs. PHI,PHI,1,1,0,0,0,2,4,1,38,27,3,5,60,4,0,100,34,26,56.7
Nashville Predators,2015/02/21  @ PHI,PHI,1,0,0,0,1,1,2,2,22,33,0,2,0,2,0,100,25,38,39.7
Nashville Predators,2014/10/25  vs. PIT,PIT,1,0,1,0,0,0,0,3,25,26,0,3,0,3,2,33.3,18,25,41.9
Nashville Predators,2015/02/01  @ PIT,PIT,1,1,0,0,0,2,4,0,24,21,1,4,25,3,0,100,24,24,50
Nashville Predators,2014/12/13  @ SJS,SJS,1,0,1,0,0,0,0,2,29,34,0,3,0,2,0,100,26,46,36.1
Nashville Predators,2015/02/17  vs. SJS,SJS,1,1,0,0,0,2,5,1,37,43,1,2,50,3,0,100,34,26,56.7
Nashville Predators,2015/03/12  @ SJS,SJS,1,0,1,0,0,0,0,2,35,21,0,2,0,5,2,60,30,33,47.6
Nashville Predators,2014/11/08  @ STL,STL,1,1,0,0,0,2,2,1,35,29,0,2,0,1,0,100,29,34,46
Nashville Predators,2014/11/13  @ STL,STL,1,0,1,0,0,0,3,4,25,27,1,4,25,2,1,50,31,43,41.9
Nashville Predators,2014/12/04  vs. STL,STL,1,1,0,0,0,2,4,3,24,32,0,2,0,3,0,100,28,41,40.6
Nashville Predators,2014/12/30  vs. STL,STL,1,1,0,0,0,2,3,2,47,28,0,4,0,4,0,100,35,37,48.6
Nashville Predators,2015/01/29  @ STL,STL,1,0,0,0,1,1,4,4,37,35,1,4,25,6,0,100,34,37,47.9
Nashville Predators,2015/02/10  vs. TBL,TBL,1,1,0,0,0,2,3,2,29,32,0,2,0,2,0,100,39,30,56.5
Nashville Predators,2015/03/26  @ TBL,TBL,1,1,0,0,0,2,3,2,19,30,0,5,0,5,0,100,26,32,44.8
Nashville Predators,2014/11/18  @ TOR,TOR,1,1,0,0,0,2,9,2,37,31,1,4,25,3,0,100,33,40,45.2
Nashville Predators,2015/02/03  vs. TOR,TOR,1,1,0,0,0,2,4,3,32,28,1,3,33.3,4,0,100,46,31,59.7
Nashville Predators,2014/11/02  @ VAN,VAN,1,1,0,0,0,2,3,1,33,27,1,4,25,3,1,66.7,29,34,46
