Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
"Buffalo Sabres","2014/03/27  @ NSH","NSH","1","0","1","0","0","0","1","6","33","34","0","3","0.0","3","1","66.7","32","36","47.1"
"Florida Panthers","2014/03/02  @ NYI","NYI","1","1","0","0","0","2","5","3","34","38","1","4","25.0","6","1","83.3","41","28","59.4"
"Anaheim Ducks","2014/01/11  @ PHX","PHX","1","1","0","0","0","2","5","3","30","31","1","3","33.3","6","1","83.3","30","35","46.2"
"New York Islanders","2013/11/02  vs. BOS","BOS","1","1","0","0","0","2","3","1","34","27","0","3","0.0","3","1","66.7","24","35","40.7"
"San Jose Sharks","2014/01/07  @ NSH","NSH","1","0","1","0","0","0","2","3","28","28","1","4","25.0","1","0","100.0","20","32","38.5"
"Buffalo Sabres","2013/11/21  @ PHI","PHI","1","0","1","0","0","0","1","4","30","46","1","5","20.0","7","1","85.7","34","31","52.3"
"Los Angeles Kings","2013/12/11  @ TOR","TOR","1","1","0","0","0","2","3","1","23","39","1","2","50.0","3","1","66.7","31","28","52.5"
"Anaheim Ducks","2013/11/08  vs. BUF","BUF","1","1","0","0","0","2","6","2","46","27","2","2","100.0","2","0","100.0","28","30","48.3"
"New Jersey Devils","2013/10/17  @ OTT","OTT","1","0","1","0","0","0","2","5","42","23","1","7","14.3","4","0","100.0","28","36","43.8"
"Toronto Maple Leafs","2014/01/21  @ COL","COL","1","1","0","0","0","2","5","2","31","37","1","4","25.0","4","0","100.0","27","33","45.0"
"Vancouver Canucks","2013/10/25  @ STL","STL","1","1","0","0","0","2","3","2","21","24","1","3","33.3","2","1","50.0","22","35","38.6"
"Philadelphia Flyers","2013/10/02  vs. TOR","TOR","1","0","1","0","0","0","1","3","32","25","1","7","14.3","2","1","50.0","33","36","47.8"
"Detroit Red Wings","2013/10/05  @ BOS","BOS","1","0","1","0","0","0","1","4","26","37","0","2","0.0","4","2","50.0","32","25","56.1"
"Vancouver Canucks","2014/03/27  @ COL","COL","1","0","0","0","1","1","2","3","31","28","1","5","20.0","3","0","100.0","31","30","50.8"
"Montréal Canadiens","2013/12/07  vs. BUF","BUF","1","1","0","0","0","2","3","2","19","25","0","1","0.0","1","0","100.0","25","29","46.3"
"Anaheim Ducks","2013/12/15  vs. EDM","EDM","1","1","0","0","0","2","3","2","34","25","0","2","0.0","2","0","100.0","25","31","44.6"
"Minnesota Wild","2013/10/22  vs. NSH","NSH","1","1","0","0","0","2","2","0","29","16","0","2","0.0","2","0","100.0","25","31","44.6"
"Dallas Stars","2014/01/21  vs. MIN","MIN","1","1","0","0","0","2","4","0","36","18","2","7","28.6","3","0","100.0","36","22","62.1"
"Florida Panthers","2014/03/18  @ SJS","SJS","1","1","0","0","0","2","3","2","24","54","0","2","0.0","6","1","83.3","34","46","42.5"
"New Jersey Devils","2013/11/16  vs. PIT","PIT","1","1","0","0","0","2","4","1","22","28","0","3","0.0","4","0","100.0","19","26","42.2"
"Buffalo Sabres","2013/10/10  vs. CBJ","CBJ","1","0","1","0","0","0","1","4","27","33","0","1","0.0","4","0","100.0","22","28","44.0"
"Calgary Flames","2014/03/28  vs. NYR","NYR","1","1","0","0","0","2","4","3","28","41","1","2","50.0","1","0","100.0","28","27","50.9"
"Anaheim Ducks","2014/03/28  @ EDM","EDM","1","0","0","0","1","1","3","4","51","23","0","4","0.0","1","0","100.0","33","39","45.8"
"Buffalo Sabres","2014/03/11  vs. NSH","NSH","1","0","1","0","0","0","1","4","25","24","1","4","25.0","1","1","0.0","30","30","50.0"
"Ottawa Senators","2013/11/05  @ CBJ","CBJ","1","1","0","0","0","2","4","1","24","33","0","4","0.0","4","1","75.0","32","25","56.1"
"Edmonton Oilers","2014/03/13  @ STL","STL","1","0","1","0","0","0","2","6","25","37","0","3","0.0","5","1","80.0","22","39","36.1"
"Dallas Stars","2014/02/01  @ ANA","ANA","1","1","0","0","0","2","2","0","27","26","0","3","0.0","3","0","100.0","28","25","52.8"
"Calgary Flames","2013/12/27  vs. EDM","EDM","1","0","1","0","0","0","0","2","27","28","0","2","0.0","4","1","75.0","30","29","50.8"
"Winnipeg Jets","2014/04/11  @ CGY","CGY","1","1","0","0","0","2","5","3","27","38","0","2","0.0","5","2","60.0","43","28","60.6"
"Phoenix Coyotes","2014/01/18  vs. NJD","NJD","1","1","0","0","0","2","3","2","27","35","1","3","33.3","2","1","50.0","28","31","47.4"
"New York Islanders","2013/12/21  vs. ANA","ANA","1","0","1","0","0","0","3","5","21","31","0","1","0.0","2","0","100.0","27","35","43.5"
"Tampa Bay Lightning","2014/04/11  vs. CBJ","CBJ","1","1","0","0","0","2","3","2","22","38","1","3","33.3","3","1","66.7","23","25","47.9"
"Dallas Stars","2013/10/12  @ MIN","MIN","1","0","1","0","0","0","1","5","19","36","1","3","33.3","4","2","50.0","30","28","51.7"
"San Jose Sharks","2014/03/08  vs. MTL","MTL","1","1","0","0","0","2","4","0","33","27","0","6","0.0","5","0","100.0","35","29","54.7"
"Vancouver Canucks","2013/10/17  @ BUF","BUF","1","1","0","0","0","2","3","0","34","25","0","3","0.0","3","0","100.0","31","28","52.5"
"Buffalo Sabres","2014/01/25  @ CBJ","CBJ","1","1","0","0","0","2","5","2","22","38","0","1","0.0","4","0","100.0","28","27","50.9"
"Anaheim Ducks","2014/01/30  vs. PHI","PHI","1","1","0","0","0","2","5","3","28","30","0","1","0.0","4","1","75.0","37","32","53.6"
"Washington Capitals","2014/04/05  @ NYI","NYI","1","1","0","0","0","2","3","3","29","38","0","5","0.0","3","1","66.7","30","32","48.4"
"Vancouver Canucks","2014/01/13  @ LAK","LAK","1","0","1","0","0","0","0","1","28","20","0","4","0.0","7","0","100.0","26","15","63.4"
"Winnipeg Jets","2014/01/31  vs. VAN","VAN","1","1","0","0","0","2","4","3","34","26","0","3","0.0","2","1","50.0","20","20","50.0"
"Columbus Blue Jackets","2014/03/25  vs. DET","DET","1","1","0","0","0","2","4","2","28","33","2","4","50.0","2","0","100.0","35","25","58.3"
"Toronto Maple Leafs","2013/10/01  @ MTL","MTL","1","1","0","0","0","2","4","3","38","37","1","7","14.3","4","0","100.0","29","26","52.7"
"Philadelphia Flyers","2014/01/11  vs. TBL","TBL","1","0","1","0","0","0","3","6","38","25","1","4","25.0","3","0","100.0","32","25","56.1"
"Calgary Flames","2014/01/07  @ PHX","PHX","1","0","1","0","0","0","0","6","27","30","0","2","0.0","3","1","66.7","30","38","44.1"
"Edmonton Oilers","2013/10/12  @ TOR","TOR","1","0","0","0","1","1","5","6","31","26","1","4","25.0","3","1","66.7","36","24","60.0"
"St. Louis Blues","2013/12/29  @ DAL","DAL","1","1","0","0","0","2","3","2","22","30","2","2","100.0","5","1","80.0","30","37","44.8"
"Tampa Bay Lightning","2014/01/30  @ OTT","OTT","1","0","1","0","0","0","3","5","38","28","0","2","0.0","2","0","100.0","22","37","37.3"
"New Jersey Devils","2014/02/03  vs. COL","COL","1","0","0","0","1","1","1","2","28","25","0","4","0.0","5","1","80.0","26","24","52.0"
"Los Angeles Kings","2013/11/25  @ VAN","VAN","1","1","0","0","0","2","3","2","22","39","0","3","0.0","8","1","87.5","34","37","47.9"
"Tampa Bay Lightning","2013/10/12  vs. PIT","PIT","1","0","1","0","0","0","4","5","18","26","2","5","40.0","5","3","40.0","33","37","47.1"
"Dallas Stars","2013/12/10  vs. CHI","CHI","1","0","1","0","0","0","2","6","29","33","0","5","0.0","5","1","80.0","29","25","53.7"
"Winnipeg Jets","2013/12/02  @ NYR","NYR","1","1","0","0","0","2","5","2","30","37","0","2","0.0","2","0","100.0","21","30","41.2"
"Minnesota Wild","2014/01/12  @ NSH","NSH","1","1","0","0","0","2","4","0","23","23","0","1","0.0","2","0","100.0","19","28","40.4"
"Chicago Blackhawks","2013/12/23  vs. NJD","NJD","1","1","0","0","0","2","5","2","37","12","1","4","25.0","1","0","100.0","38","18","67.9"
"Pittsburgh Penguins","2013/12/16  vs. TOR","TOR","1","1","0","0","0","2","3","1","31","26","0","1","0.0","5","1","80.0","43","32","57.3"
"Tampa Bay Lightning","2013/12/23  @ FLA","FLA","1","1","0","0","0","2","6","1","36","29","1","4","25.0","3","1","66.7","27","32","45.8"
"Tampa Bay Lightning","2014/01/14  @ NYR","NYR","1","1","0","0","0","2","2","1","25","34","1","2","50.0","2","0","100.0","25","32","43.9"
"Detroit Red Wings","2014/01/01  vs. TOR","TOR","1","0","0","0","1","1","2","2","43","26","0","4","0.0","2","0","100.0","43","41","51.2"
"Minnesota Wild","2013/12/05  vs. CHI","CHI","1","1","0","0","0","2","4","3","23","19","2","3","66.7","2","1","50.0","30","27","52.6"
"Carolina Hurricanes","2013/12/03  @ WSH","WSH","1","1","0","0","0","2","4","1","32","27","1","4","25.0","5","1","80.0","36","30","54.5"
"Ottawa Senators","2013/11/28  vs. VAN","VAN","1","0","1","0","0","0","2","5","39","28","0","3","0.0","3","1","66.7","36","32","52.9"
"Dallas Stars","2014/04/03  @ CAR","CAR","1","0","1","0","0","0","1","4","34","32","0","3","0.0","5","2","60.0","27","32","45.8"
"Dallas Stars","2014/04/06  @ FLA","FLA","1","0","1","0","0","0","2","3","37","24","1","6","16.7","1","0","100.0","30","37","44.8"
"Los Angeles Kings","2014/01/04  vs. VAN","VAN","1","1","0","0","0","2","3","1","49","28","0","3","0.0","4","1","75.0","36","25","59.0"
"San Jose Sharks","2014/01/16  @ FLA","FLA","1","1","0","0","0","2","3","0","39","24","0","4","0.0","3","0","100.0","22","27","44.9"
"Chicago Blackhawks","2013/10/24  @ TBL","TBL","1","0","0","0","1","1","5","6","43","25","1","6","16.7","4","2","50.0","38","36","51.3"
"Ottawa Senators","2014/04/08  @ NYI","NYI","1","1","0","0","0","2","4","1","32","46","1","5","20.0","3","0","100.0","34","32","51.5"
"Boston Bruins","2014/01/02  vs. NSH","NSH","1","1","0","0","0","2","3","2","25","35","0","2","0.0","1","0","100.0","29","34","46.0"
"Edmonton Oilers","2014/01/21  vs. VAN","VAN","1","0","1","0","0","0","1","2","29","27","0","4","0.0","4","0","100.0","36","24","60.0"
"New York Islanders","2014/01/06  vs. DAL","DAL","1","1","0","0","0","2","7","3","43","23","3","5","60.0","3","1","66.7","45","27","62.5"
"Colorado Avalanche","2014/03/06  @ DET","DET","1","1","0","0","0","2","3","2","25","37","0","2","0.0","2","1","50.0","29","26","52.7"
"Tampa Bay Lightning","2014/01/18  vs. SJS","SJS","1","0","1","0","0","0","4","5","29","32","2","4","50.0","2","1","50.0","39","30","56.5"
"Toronto Maple Leafs","2013/11/27  @ PIT","PIT","1","0","0","0","1","1","5","5","24","48","1","3","33.3","5","3","40.0","30","38","44.1"
"Toronto Maple Leafs","2014/03/13  @ LAK","LAK","1","1","0","0","0","2","3","2","29","41","1","3","33.3","4","1","75.0","32","36","47.1"
"Florida Panthers","2014/01/24  vs. COL","COL","1","0","1","0","0","0","2","3","36","25","0","2","0.0","2","0","100.0","29","23","55.8"
"Phoenix Coyotes","2014/04/04  vs. EDM","EDM","1","0","0","0","1","1","2","2","26","26","1","2","50.0","1","0","100.0","41","27","60.3"
"Boston Bruins","2013/10/12  @ CBJ","CBJ","1","1","0","0","0","2","3","1","36","27","0","4","0.0","4","1","75.0","34","28","54.8"
"Montréal Canadiens","2013/11/29  @ WSH","WSH","1","0","0","0","1","1","2","2","37","26","0","2","0.0","4","0","100.0","36","33","52.2"
"San Jose Sharks","2014/04/09  @ ANA","ANA","1","0","1","0","0","0","2","5","38","30","0","5","0.0","3","0","100.0","33","34","49.3"
"Washington Capitals","2013/11/07  vs. MIN","MIN","1","1","0","0","0","2","2","2","27","35","1","3","33.3","3","1","66.7","25","34","42.4"
"Pittsburgh Penguins","2014/04/12  vs. PHI","PHI","1","0","0","0","1","1","3","4","36","21","0","4","0.0","2","1","50.0","29","34","46.0"
"Tampa Bay Lightning","2014/03/13  vs. FLA","FLA","1","1","0","0","0","2","5","4","28","27","1","4","25.0","2","1","50.0","27","19","58.7"
"Phoenix Coyotes","2013/11/12  @ STL","STL","1","1","0","0","0","2","3","2","19","39","0","1","0.0","1","0","100.0","30","25","54.5"
"Washington Capitals","2013/11/01  @ PHI","PHI","1","1","0","0","0","2","7","0","32","30","2","7","28.6","5","0","100.0","34","31","52.3"
"Calgary Flames","2013/11/05  @ MIN","MIN","1","0","1","0","0","0","1","5","25","24","0","4","0.0","3","1","66.7","19","28","40.4"
"Los Angeles Kings","2014/03/27  @ PIT","PIT","1","1","0","0","0","2","3","2","32","37","1","3","33.3","7","0","100.0","30","28","51.7"
"Washington Capitals","2014/01/24  @ NJD","NJD","1","0","1","0","0","0","1","2","31","30","0","3","0.0","5","1","80.0","31","25","55.4"
"New York Rangers","2014/03/05  vs. TOR","TOR","1","0","0","0","1","1","2","3","37","29","0","1","0.0","2","0","100.0","33","39","45.8"
"Colorado Avalanche","2013/11/29  @ MIN","MIN","1","1","0","0","0","2","3","1","21","28","0","2","0.0","2","0","100.0","26","21","55.3"
"Tampa Bay Lightning","2013/12/05  vs. OTT","OTT","1","1","0","0","0","2","3","1","22","34","0","4","0.0","5","1","80.0","22","31","41.5"
"Calgary Flames","2014/01/20  @ SJS","SJS","1","0","1","0","0","0","2","3","23","27","0","0","0.0","1","1","0.0","21","35","37.5"
"Buffalo Sabres","2013/10/04  vs. OTT","OTT","1","0","1","0","0","0","0","1","35","46","0","4","0.0","3","0","100.0","34","37","47.9"
"Vancouver Canucks","2014/03/02  vs. OTT","OTT","1","0","1","0","0","0","2","4","31","28","1","3","33.3","3","1","66.7","36","29","55.4"
"Washington Capitals","2013/12/20  @ CAR","CAR","1","1","0","0","0","2","4","2","29","41","3","4","75.0","5","1","80.0","29","35","45.3"
"New York Islanders","2014/03/07  @ CGY","CGY","1","0","1","0","0","0","3","4","26","23","0","4","0.0","1","0","100.0","31","29","51.7"
"Columbus Blue Jackets","2014/03/18  vs. CAR","CAR","1","0","1","0","0","0","1","3","47","20","0","3","0.0","5","1","80.0","37","27","57.8"
"Chicago Blackhawks","2014/02/01  @ SJS","SJS","1","0","0","0","1","1","1","1","30","39","1","4","25.0","4","0","100.0","26","32","44.8"
"New York Rangers","2013/11/16  @ MTL","MTL","1","1","0","0","0","2","1","0","34","22","1","3","33.3","2","0","100.0","27","27","50.0"
"Philadelphia Flyers","2014/01/08  vs. MTL","MTL","1","1","0","0","0","2","3","1","27","20","0","4","0.0","4","0","100.0","26","25","51.0"
"Detroit Red Wings","2014/04/13  @ STL","STL","1","1","0","0","0","2","3","0","21","23","0","4","0.0","3","0","100.0","24","31","43.6"
"Phoenix Coyotes","2013/10/29  vs. LAK","LAK","1","1","0","0","0","2","3","1","33","42","1","5","20.0","3","1","66.7","28","42","40.0"
"Colorado Avalanche","2013/11/10  vs. WSH","WSH","1","1","0","0","0","2","4","1","37","34","0","3","0.0","4","0","100.0","24","31","43.6"
"Florida Panthers","2014/01/16  vs. SJS","SJS","1","0","1","0","0","0","0","3","24","39","0","3","0.0","4","0","100.0","27","22","55.1"
"Nashville Predators","2013/12/23  vs. BOS","BOS","1","0","1","0","0","0","2","6","34","33","1","2","50.0","3","3","0.0","29","32","47.5"
"Boston Bruins","2014/02/01  vs. EDM","EDM","1","1","0","0","0","2","4","0","41","22","2","5","40.0","4","0","100.0","27","22","55.1"
"New York Rangers","2014/01/10  vs. DAL","DAL","1","1","0","0","0","2","3","2","34","26","1","2","50.0","1","0","100.0","45","28","61.6"
"Vancouver Canucks","2013/10/12  vs. MTL","MTL","1","0","1","0","0","0","1","4","40","38","0","3","0.0","3","2","33.3","33","38","46.5"
"Dallas Stars","2013/12/03  @ CHI","CHI","1","1","0","0","0","2","4","3","18","50","1","2","50.0","5","1","80.0","35","37","48.6"
"San Jose Sharks","2013/11/05  vs. BUF","BUF","1","0","0","0","1","1","4","4","51","36","0","4","0.0","3","1","66.7","51","27","65.4"
"Phoenix Coyotes","2014/01/20  vs. TOR","TOR","1","0","1","0","0","0","2","4","41","29","1","4","25.0","6","2","66.7","40","32","55.6"
"Tampa Bay Lightning","2013/10/03  @ BOS","BOS","1","0","1","0","0","0","1","3","33","25","0","5","0.0","3","0","100.0","33","39","45.8"
"Los Angeles Kings","2013/11/21  vs. NJD","NJD","1","0","0","0","1","1","1","2","35","15","0","4","0.0","2","0","100.0","34","25","57.6"
"Colorado Avalanche","2014/02/08  @ NYI","NYI","1","1","0","0","0","2","5","2","25","33","0","3","0.0","6","2","66.7","17","30","36.2"
"New Jersey Devils","2014/03/14  @ FLA","FLA","1","0","1","0","0","0","3","5","31","22","1","1","100.0","3","0","100.0","30","29","50.8"
"Carolina Hurricanes","2013/10/25  @ COL","COL","1","0","1","0","0","0","2","4","30","34","0","3","0.0","3","1","66.7","33","33","50.0"
"Chicago Blackhawks","2013/11/06  vs. WPG","WPG","1","1","0","0","0","2","4","1","28","25","0","2","0.0","2","0","100.0","30","20","60.0"
"Edmonton Oilers","2014/02/03  @ BUF","BUF","1","1","0","0","0","2","3","2","28","44","0","5","0.0","6","1","83.3","29","41","41.4"
"Anaheim Ducks","2013/11/12  @ FLA","FLA","1","0","1","0","0","0","2","3","34","25","0","3","0.0","4","0","100.0","23","39","37.1"
"Minnesota Wild","2014/04/03  @ CHI","CHI","1","0","0","0","1","1","2","2","27","26","0","1","0.0","1","0","100.0","25","28","47.2"
"Colorado Avalanche","2013/12/23  @ SJS","SJS","1","0","0","0","1","1","4","4","33","45","1","3","33.3","4","2","50.0","30","42","41.7"
"Carolina Hurricanes","2014/02/25  @ BUF","BUF","1","0","1","0","0","0","2","3","38","18","0","5","0.0","3","1","66.7","38","29","56.7"
"Detroit Red Wings","2013/10/10  vs. PHX","PHX","1","0","1","0","0","0","2","4","30","38","0","2","0.0","2","0","100.0","24","46","34.3"
"Chicago Blackhawks","2014/01/17  vs. ANA","ANA","1","1","0","0","0","2","4","2","35","21","0","5","0.0","2","0","100.0","35","28","55.6"
"Vancouver Canucks","2013/12/13  vs. EDM","EDM","1","1","0","0","0","2","4","0","40","19","2","2","100.0","2","0","100.0","32","21","60.4"
"Toronto Maple Leafs","2013/11/30  @ MTL","MTL","1","0","1","0","0","0","2","4","36","39","0","4","0.0","2","1","50.0","36","40","47.4"
"Philadelphia Flyers","2013/10/24  vs. NYR","NYR","1","1","0","0","0","2","2","1","27","31","0","4","0.0","2","0","100.0","26","29","47.3"
"Winnipeg Jets","2014/03/14  vs. NYR","NYR","1","0","1","0","0","0","2","4","32","23","0","4","0.0","4","0","100.0","33","24","57.9"
"San Jose Sharks","2014/03/20  vs. ANA","ANA","1","1","0","0","0","2","3","2","28","18","1","3","33.3","2","1","50.0","34","33","50.7"
"New York Islanders","2014/03/29  vs. NJD","NJD","1","1","0","0","0","2","1","1","20","24","0","2","0.0","3","0","100.0","25","28","47.2"
"New York Rangers","2014/03/26  vs. PHI","PHI","1","1","0","0","0","2","3","1","29","31","0","2","0.0","2","0","100.0","30","32","48.4"
"Buffalo Sabres","2013/12/29  vs. WSH","WSH","1","1","0","0","0","2","1","1","17","50","0","0","0.0","2","0","100.0","31","33","48.4"
"Minnesota Wild","2014/01/02  vs. BUF","BUF","1","1","0","0","0","2","4","1","31","20","0","4","0.0","4","0","100.0","25","22","53.2"
"Pittsburgh Penguins","2013/12/14  @ DET","DET","1","1","0","0","0","2","4","1","25","29","2","4","50.0","5","0","100.0","23","22","51.1"
"Colorado Avalanche","2014/02/01  vs. BUF","BUF","1","1","0","0","0","2","7","1","39","28","2","6","33.3","5","1","80.0","36","27","57.1"
"Nashville Predators","2013/12/19  @ TBL","TBL","1","0","1","0","0","0","2","4","30","33","1","5","20.0","4","1","75.0","32","28","53.3"
"San Jose Sharks","2013/12/10  vs. NYI","NYI","1","0","0","0","1","1","2","2","48","28","1","4","25.0","1","0","100.0","32","25","56.1"
"Chicago Blackhawks","2013/11/17  vs. SJS","SJS","1","1","0","0","0","2","5","1","27","24","0","1","0.0","2","0","100.0","25","23","52.1"
"Carolina Hurricanes","2013/11/02  @ NYR","NYR","1","0","1","0","0","0","1","5","28","38","1","3","33.3","4","1","75.0","33","28","54.1"
"Edmonton Oilers","2013/11/13  vs. DAL","DAL","1","0","1","0","0","0","0","3","22","26","0","5","0.0","6","0","100.0","27","32","45.8"
"Ottawa Senators","2013/12/18  @ NJD","NJD","1","0","1","0","0","0","2","5","25","33","2","3","66.7","4","1","75.0","33","22","60.0"
"Toronto Maple Leafs","2013/11/15  @ BUF","BUF","1","0","1","0","0","0","1","3","33","27","0","3","0.0","3","1","66.7","30","35","46.2"
"Winnipeg Jets","2013/12/27  vs. MIN","MIN","1","1","0","0","0","2","6","4","38","29","0","2","0.0","3","1","66.7","29","35","45.3"
"Vancouver Canucks","2014/01/21  @ EDM","EDM","1","1","0","0","0","2","2","1","27","29","0","4","0.0","4","0","100.0","24","36","40.0"
