Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Nashville Predators,2013/03/28  vs. PHX,PHX,1,0,1,0,0,0,4,7,38,29,0,4,0,2,1,50,23,31,42.6
Boston Bruins,2013/01/29  vs. NJD,NJD,1,1,0,0,0,2,1,1,28,26,0,3,0,5,1,80,37,23,61.7
Chicago Blackhawks,2013/03/18  @ COL,COL,1,1,0,0,0,2,5,2,32,19,0,1,0,1,0,100,26,36,41.9
Winnipeg Jets,2013/03/07  @ TBL,TBL,1,1,0,0,0,2,2,1,28,29,0,2,0,5,0,100,23,36,39
Winnipeg Jets,2013/02/23  @ PHI,PHI,1,0,1,0,0,0,3,5,37,39,0,4,0,6,3,50,37,26,58.7
Detroit Red Wings,2013/02/15  vs. ANA,ANA,1,0,1,0,0,0,2,5,28,37,1,4,25,3,0,100,30,22,57.7
New Jersey Devils,2013/02/09  vs. PIT,PIT,1,1,0,0,0,2,3,1,28,25,2,10,20,6,1,83.3,28,32,46.7
Pittsburgh Penguins,2013/04/11  @ TBL,TBL,1,1,0,0,0,2,6,3,41,19,3,6,50,4,3,25,26,33,44.1
Anaheim Ducks,2013/03/14  @ DAL,DAL,1,1,0,0,0,2,1,1,30,34,0,3,0,5,0,100,29,37,43.9
Minnesota Wild,2013/04/16  @ EDM,EDM,1,1,0,0,0,2,5,3,30,19,1,2,50,1,1,0,33,24,57.9
New York Rangers,2013/04/06  @ CAR,CAR,1,1,0,0,0,2,4,1,39,49,2,5,40,5,0,100,35,36,49.3
Columbus Blue Jackets,2013/02/24  @ CHI,CHI,1,0,1,0,0,0,0,1,28,27,0,5,0,3,0,100,26,24,52
Toronto Maple Leafs,2013/01/23  @ PIT,PIT,1,1,0,0,0,2,5,2,24,30,1,8,12.5,5,1,80,34,35,49.3
Florida Panthers,2013/02/09  @ WSH,WSH,1,0,1,0,0,0,0,5,27,25,0,2,0,2,1,50,24,25,49
New York Rangers,2013/03/03  vs. BUF,BUF,1,1,0,0,0,2,2,2,28,30,2,4,50,5,0,100,35,20,63.6
Detroit Red Wings,2013/02/13  vs. STL,STL,1,0,0,0,1,1,3,4,18,25,0,4,0,3,1,66.7,31,23,57.4
New Jersey Devils,2013/04/01  vs. NYI,NYI,1,0,1,0,0,0,1,3,25,21,0,1,0,2,1,50,29,24,54.7
Toronto Maple Leafs,2013/02/14  @ CAR,CAR,1,0,1,0,0,0,1,3,23,33,1,2,50,3,1,66.7,28,40,41.2
Columbus Blue Jackets,2013/02/15  @ LAK,LAK,1,0,1,0,0,0,1,2,13,22,0,4,0,5,1,80,24,23,51.1
Columbus Blue Jackets,2013/01/29  @ MIN,MIN,1,0,1,0,0,0,2,3,19,26,1,4,25,2,0,100,23,28,45.1
Nashville Predators,2013/02/05  @ STL,STL,1,1,0,0,0,2,6,1,19,32,1,2,50,5,1,80,34,36,48.6
Phoenix Coyotes,2013/01/23  vs. CBJ,CBJ,1,1,0,0,0,2,5,1,42,26,1,5,20,3,0,100,42,24,63.6
San Jose Sharks,2013/01/31  vs. EDM,EDM,1,1,0,0,0,2,2,2,38,28,0,5,0,3,0,100,31,20,60.8
Colorado Avalanche,2013/03/30  vs. NSH,NSH,1,1,0,0,0,2,1,0,24,34,0,1,0,6,0,100,31,26,54.4
Buffalo Sabres,2013/02/19  vs. WPG,WPG,1,0,1,0,0,0,1,2,30,28,0,3,0,1,0,100,27,26,50.9
Colorado Avalanche,2013/02/02  vs. EDM,EDM,1,1,0,0,0,2,3,1,40,26,0,6,0,3,0,100,31,23,57.4
New York Islanders,2013/03/05  vs. MTL,MTL,1,1,0,0,0,2,6,3,24,32,2,5,40,5,2,60,32,32,50
Winnipeg Jets,2013/02/05  vs. FLA,FLA,1,1,0,0,0,2,3,2,21,19,1,4,25,2,0,100,26,18,59.1
New Jersey Devils,2013/01/27  @ MTL,MTL,1,0,0,0,1,1,3,4,25,32,1,4,25,5,1,80,38,21,64.4
New Jersey Devils,2013/02/15  vs. PHI,PHI,1,1,0,0,0,2,5,3,19,28,0,1,0,1,1,0,23,29,44.2
New Jersey Devils,2013/02/03  @ NYI,NYI,1,1,0,0,0,2,3,0,27,22,1,3,33.3,7,0,100,27,31,46.6
Florida Panthers,2013/03/08  vs. WPG,WPG,1,0,0,0,1,1,2,3,40,28,0,4,0,1,0,100,32,25,56.1
Philadelphia Flyers,2013/02/11  @ TOR,TOR,1,0,1,0,0,0,2,5,46,24,0,3,0,5,0,100,36,28,56.3
Colorado Avalanche,2013/03/05  @ DET,DET,1,0,1,0,0,0,1,2,37,33,0,1,0,2,0,100,25,21,54.3
Phoenix Coyotes,2013/04/08  @ VAN,VAN,1,0,1,0,0,0,0,2,19,41,0,3,0,2,0,100,26,23,53.1
Dallas Stars,2013/02/04  @ COL,COL,1,1,0,0,0,2,3,2,26,31,0,5,0,5,1,80,25,34,42.4
Minnesota Wild,2013/02/23  @ CGY,CGY,1,0,1,0,0,0,1,3,31,27,0,2,0,2,0,100,42,29,59.2
Pittsburgh Penguins,2013/03/30  vs. NYI,NYI,1,1,0,0,0,2,2,0,27,35,0,2,0,4,0,100,39,22,63.9
Chicago Blackhawks,2013/04/24  @ EDM,EDM,1,1,0,0,0,2,4,1,30,22,0,2,0,4,0,100,23,25,47.9
New York Islanders,2013/04/09  vs. PHI,PHI,1,1,0,0,0,2,4,1,32,27,0,1,0,2,0,100,25,26,49
Phoenix Coyotes,2013/04/20  @ CHI,CHI,1,1,0,0,0,2,2,2,31,38,0,5,0,4,2,50,26,31,45.6
New York Islanders,2013/02/07  @ NYR,NYR,1,0,1,0,0,0,1,4,28,25,0,5,0,2,1,50,23,25,47.9
Nashville Predators,2013/01/31  @ LAK,LAK,1,1,0,0,0,2,1,1,14,24,0,3,0,6,1,83.3,34,29,54
Montreal Canadiens,2013/04/25  @ WPG,WPG,1,1,0,0,0,2,4,2,30,25,1,4,25,2,0,100,32,21,60.4
Minnesota Wild,2013/04/01  vs. STL,STL,1,0,1,0,0,0,1,4,25,24,0,5,0,1,0,100,30,32,48.4
Columbus Blue Jackets,2013/02/10  vs. EDM,EDM,1,0,1,0,0,0,1,3,40,14,0,7,0,4,0,100,26,26,50
Buffalo Sabres,2013/01/25  vs. CAR,CAR,1,0,1,0,0,0,1,3,41,42,1,4,25,5,2,60,23,42,35.4
Minnesota Wild,2013/04/07  @ CBJ,CBJ,1,1,0,0,0,2,3,0,24,24,2,3,66.7,4,0,100,27,25,51.9
Ottawa Senators,2013/02/09  vs. WPG,WPG,1,0,1,0,0,0,0,1,33,37,0,3,0,1,0,100,24,34,41.4
San Jose Sharks,2013/02/02  vs. NSH,NSH,1,0,0,0,1,1,1,1,27,24,1,5,20,5,0,100,33,31,51.6
San Jose Sharks,2013/04/15  @ PHX,PHX,1,1,0,0,0,2,4,0,41,35,1,2,50,3,0,100,44,28,61.1
Montreal Canadiens,2013/04/13  @ TOR,TOR,1,0,1,0,0,0,1,5,37,28,0,4,0,5,1,80,38,38,50
Tampa Bay Lightning,2013/03/02  @ BOS,BOS,1,0,1,0,0,0,2,3,22,27,2,8,25,5,2,60,20,37,35.1
Colorado Avalanche,2013/03/03  @ CBJ,CBJ,1,0,0,0,1,1,1,2,19,34,0,2,0,5,2,60,34,35,49.3
Buffalo Sabres,2013/02/12  @ OTT,OTT,1,0,1,0,0,0,0,2,42,31,0,4,0,8,0,100,32,37,46.4
New York Rangers,2013/02/23  @ MTL,MTL,1,0,1,0,0,0,0,3,17,18,0,2,0,4,1,75,33,26,55.9
Pittsburgh Penguins,2013/03/07  @ PHI,PHI,1,1,0,0,0,2,5,4,22,32,1,3,33.3,4,2,50,27,33,45
Vancouver Canucks,2013/03/28  vs. COL,COL,1,1,0,0,0,2,4,1,20,33,0,0,0,2,0,100,17,23,42.5
Pittsburgh Penguins,2013/02/22  vs. FLA,FLA,1,1,0,0,0,2,3,1,40,23,1,4,25,2,0,100,26,26,50
Vancouver Canucks,2013/03/24  @ COL,COL,1,1,0,0,0,2,3,2,30,28,1,3,33.3,5,1,80,25,33,43.1
Dallas Stars,2013/03/25  vs. MIN,MIN,1,0,1,0,0,0,4,7,26,42,1,3,33.3,2,0,100,29,28,50.9
New York Islanders,2013/01/29  @ PIT,PIT,1,1,0,0,0,2,4,1,24,38,2,2,100,3,0,100,31,41,43.1
Los Angeles Kings,2013/03/31  @ DAL,DAL,1,1,0,0,0,2,3,2,40,15,0,1,0,2,1,50,31,17,64.6
Chicago Blackhawks,2013/03/06  vs. COL,COL,1,1,0,0,0,2,3,2,32,22,1,3,33.3,2,0,100,22,25,46.8
Montreal Canadiens,2013/03/07  @ CAR,CAR,1,1,0,0,0,2,4,2,28,43,1,6,16.7,4,0,100,35,36,49.3
Toronto Maple Leafs,2013/03/04  vs. NJD,NJD,1,1,0,0,0,2,4,2,23,30,1,4,25,4,0,100,36,31,53.7
Tampa Bay Lightning,2013/03/12  @ FLA,FLA,1,1,0,0,0,2,3,2,13,39,1,2,50,4,0,100,34,36,48.6
Buffalo Sabres,2013/03/23  @ MTL,MTL,1,1,0,0,0,2,2,1,18,39,1,3,33.3,3,1,66.7,28,29,49.1
Florida Panthers,2013/03/21  @ NYR,NYR,1,1,0,0,0,2,3,1,24,45,1,2,50,3,0,100,29,33,46.8
Boston Bruins,2013/01/23  @ NYR,NYR,1,0,0,0,1,1,3,4,29,33,1,5,20,5,0,100,36,17,67.9
Carolina Hurricanes,2013/01/24  vs. BUF,BUF,1,1,0,0,0,2,6,3,38,33,0,4,0,6,0,100,31,24,56.4
Edmonton Oilers,2013/02/09  @ DET,DET,1,0,1,0,0,0,1,2,24,30,1,8,12.5,7,2,71.4,17,33,34
New York Rangers,2013/02/26  vs. WPG,WPG,1,0,1,0,0,0,3,4,33,32,0,2,0,3,0,100,31,23,57.4
St. Louis Blues,2013/03/12  vs. SJS,SJS,1,1,0,0,0,2,4,2,21,41,0,3,0,3,1,66.7,30,34,46.9
Columbus Blue Jackets,2013/04/07  vs. MIN,MIN,1,0,1,0,0,0,0,3,24,24,0,4,0,3,2,33.3,25,27,48.1
Philadelphia Flyers,2013/01/29  @ NYR,NYR,1,0,1,0,0,0,1,2,27,28,1,6,16.7,2,1,50,21,40,34.4
Edmonton Oilers,2013/02/06  vs. DAL,DAL,1,0,0,0,1,1,2,3,29,28,1,4,25,3,1,66.7,18,24,42.9
Carolina Hurricanes,2013/03/18  @ NYR,NYR,1,0,0,0,1,1,1,1,30,36,0,3,0,3,0,100,29,18,61.7
Buffalo Sabres,2013/03/12  vs. NYR,NYR,1,1,0,0,0,2,3,1,22,33,0,5,0,1,0,100,25,31,44.6
Winnipeg Jets,2013/03/26  @ CAR,CAR,1,1,0,0,0,2,4,1,35,39,1,2,50,3,0,100,25,26,49
Los Angeles Kings,2013/04/18  vs. CBJ,CBJ,1,1,0,0,0,2,2,1,23,21,1,2,50,2,0,100,22,25,46.8
Colorado Avalanche,2013/04/21  vs. STL,STL,1,1,0,0,0,2,5,3,31,32,1,2,50,3,0,100,27,36,42.9
Pittsburgh Penguins,2013/03/28  vs. WPG,WPG,1,1,0,0,0,2,4,0,43,20,0,0,0,4,0,100,37,19,66.1
Toronto Maple Leafs,2013/02/18  @ FLA,FLA,1,1,0,0,0,2,3,0,33,37,1,2,50,3,0,100,23,30,43.4
Washington Capitals,2013/01/31  @ TOR,TOR,1,0,1,0,0,0,2,3,22,40,1,3,33.3,8,1,87.5,30,44,40.5
New York Rangers,2013/04/19  @ BUF,BUF,1,1,0,0,0,2,8,4,29,28,0,1,0,4,2,50,33,26,55.9
Toronto Maple Leafs,2013/04/10  @ NYR,NYR,1,0,0,0,1,1,2,2,25,28,0,2,0,3,0,100,38,23,62.3
Dallas Stars,2013/02/17  vs. CGY,CGY,1,0,1,0,0,0,3,4,30,26,0,3,0,5,1,80,32,32,50
St. Louis Blues,2013/02/28  vs. CHI,CHI,1,0,1,0,0,0,0,3,21,23,0,4,0,1,0,100,31,27,53.4
San Jose Sharks,2013/04/07  vs. DAL,DAL,1,0,0,0,1,1,4,4,36,34,0,3,0,3,0,100,42,30,58.3
New York Rangers,2013/04/25  @ CAR,CAR,1,1,0,0,0,2,4,3,38,21,1,3,33.3,2,1,50,26,38,40.6
San Jose Sharks,2013/03/16  @ LAK,LAK,1,0,1,0,0,0,2,5,22,24,1,2,50,1,0,100,29,26,52.7
St. Louis Blues,2013/04/27  vs. CHI,CHI,1,1,0,0,0,2,3,1,28,23,0,2,0,2,0,100,33,26,55.9
St. Louis Blues,2013/03/23  @ EDM,EDM,1,1,0,0,0,2,3,0,25,19,0,2,0,2,0,100,20,19,51.3
San Jose Sharks,2013/04/24  @ PHX,PHX,1,0,1,0,0,0,1,2,34,32,0,2,0,4,1,75,26,26,50
New York Islanders,2013/02/16  vs. NJD,NJD,1,1,0,0,0,2,5,1,33,31,3,6,50,5,1,80,34,20,63
St. Louis Blues,2013/02/17  @ VAN,VAN,1,1,0,0,0,2,3,3,23,31,0,2,0,4,2,50,39,35,52.7
Nashville Predators,2013/04/12  vs. DAL,DAL,1,0,1,0,0,0,2,5,28,18,1,3,33.3,3,1,66.7,31,26,54.4
Tampa Bay Lightning,2013/03/23  @ OTT,OTT,1,0,1,0,0,0,3,5,32,32,0,4,0,2,1,50,27,22,55.1
New York Islanders,2013/04/16  vs. FLA,FLA,1,1,0,0,0,2,5,2,31,28,2,3,66.7,5,1,80,29,34,46
Ottawa Senators,2013/04/11  @ PHI,PHI,1,1,0,0,0,2,3,1,34,25,1,6,16.7,2,0,100,29,31,48.3
Anaheim Ducks,2013/03/10  vs. STL,STL,1,1,0,0,0,2,4,2,22,31,1,7,14.3,3,1,66.7,32,35,47.8
Pittsburgh Penguins,2013/02/15  @ WPG,WPG,1,1,0,0,0,2,3,1,28,26,1,3,33.3,2,0,100,30,26,53.6
Pittsburgh Penguins,2013/04/02  vs. BUF,BUF,1,0,1,0,0,0,1,4,20,29,1,4,25,5,0,100,23,34,40.4
Columbus Blue Jackets,2013/03/31  vs. ANA,ANA,1,1,0,0,0,2,2,1,18,30,0,1,0,2,0,100,34,29,54
Detroit Red Wings,2013/02/10  vs. LAK,LAK,1,1,0,0,0,2,3,2,31,47,1,4,25,3,0,100,27,37,42.2
Chicago Blackhawks,2013/02/15  vs. SJS,SJS,1,1,0,0,0,2,4,1,37,28,1,5,20,4,0,100,27,27,50
Minnesota Wild,2013/04/15  @ CGY,CGY,1,1,0,0,0,2,4,3,27,23,0,2,0,2,0,100,37,28,56.9
Ottawa Senators,2013/04/22  vs. PIT,PIT,1,0,1,0,0,0,1,3,35,24,1,6,16.7,5,0,100,27,31,46.6
Toronto Maple Leafs,2013/04/27  vs. MTL,MTL,1,0,1,0,0,0,1,4,17,28,1,7,14.3,6,0,100,30,34,46.9
Ottawa Senators,2013/01/24  @ FLA,FLA,1,1,0,0,0,2,3,1,37,26,1,3,33.3,5,1,80,33,27,55
Boston Bruins,2013/03/25  vs. TOR,TOR,1,1,0,0,0,2,2,2,29,25,0,1,0,3,1,66.7,44,26,62.8
Buffalo Sabres,2013/01/24  @ CAR,CAR,1,0,1,0,0,0,3,6,33,38,0,6,0,4,0,100,24,31,43.6
Carolina Hurricanes,2013/01/19  @ FLA,FLA,1,0,1,0,0,0,1,5,42,25,0,6,0,6,3,50,30,31,49.2
Montreal Canadiens,2013/03/03  @ BOS,BOS,1,1,0,0,0,2,4,3,26,34,1,5,20,2,0,100,19,32,37.3
Boston Bruins,2013/04/17  vs. BUF,BUF,1,0,0,0,1,1,2,2,43,32,0,2,0,6,2,66.7,36,20,64.3
Edmonton Oilers,2013/01/24  vs. LAK,LAK,1,1,0,0,0,2,2,1,39,31,1,9,11.1,8,0,100,34,35,49.3
Dallas Stars,2013/02/21  vs. VAN,VAN,1,0,1,0,0,0,3,4,25,22,0,5,0,5,1,80,26,33,44.1
Detroit Red Wings,2013/03/07  vs. EDM,EDM,1,1,0,0,0,2,3,0,28,22,0,1,0,0,0,0,36,25,59
New York Rangers,2013/01/20  vs. PIT,PIT,1,0,1,0,0,0,3,6,34,39,1,4,25,5,2,60,36,27,57.1
New York Rangers,2013/01/31  vs. PIT,PIT,1,0,1,0,0,0,0,3,28,29,0,4,0,6,1,83.3,33,34,49.3
Philadelphia Flyers,2013/03/28  vs. NYI,NYI,1,0,0,0,1,1,3,3,36,36,2,2,100,5,0,100,35,30,53.8
Pittsburgh Penguins,2013/04/09  @ CAR,CAR,1,1,0,0,0,2,5,3,33,28,0,2,0,2,1,50,24,35,40.7
Edmonton Oilers,2013/03/15  vs. DET,DET,1,0,0,0,1,1,2,3,32,28,0,3,0,5,1,80,23,34,40.4
Dallas Stars,2013/04/05  @ ANA,ANA,1,1,0,0,0,2,3,1,25,28,0,6,0,4,0,100,32,24,57.1
Dallas Stars,2013/03/09  @ PHX,PHX,1,0,1,0,0,0,1,2,21,21,1,5,20,2,0,100,24,30,44.4
Tampa Bay Lightning,2013/03/09  vs. MTL,MTL,1,0,1,0,0,0,3,4,23,29,1,2,50,3,0,100,40,28,58.8
Washington Capitals,2013/02/07  @ PIT,PIT,1,0,1,0,0,0,2,5,25,28,1,2,50,4,3,25,26,36,41.9
New York Islanders,2013/03/22  vs. PIT,PIT,1,0,1,0,0,0,2,4,35,25,0,2,0,2,0,100,23,30,43.4
Chicago Blackhawks,2013/04/26  vs. CGY,CGY,1,1,0,0,0,2,3,1,38,26,0,2,0,0,0,0,32,24,57.1
St. Louis Blues,2013/04/23  vs. COL,COL,1,1,0,0,0,2,3,1,34,18,2,5,40,3,0,100,27,31,46.6
Winnipeg Jets,2013/03/05  @ FLA,FLA,1,0,1,0,0,0,1,4,31,26,0,0,0,2,0,100,32,21,60.4
St. Louis Blues,2013/04/11  @ MIN,MIN,1,1,0,0,0,2,2,0,20,23,0,1,0,3,0,100,21,24,46.7
Buffalo Sabres,2013/04/22  vs. WPG,WPG,1,0,1,0,0,0,1,2,25,39,1,1,100,3,0,100,29,27,51.8
Los Angeles Kings,2013/01/28  vs. VAN,VAN,1,1,0,0,0,2,2,2,28,23,1,4,25,3,0,100,32,30,51.6
Edmonton Oilers,2013/04/21  vs. ANA,ANA,1,0,1,0,0,0,1,3,28,30,0,4,0,5,1,80,32,29,52.5
Boston Bruins,2013/01/21  vs. WPG,WPG,1,1,0,0,0,2,1,1,27,27,0,2,0,4,0,100,37,30,55.2
Boston Bruins,2013/02/26  @ NYI,NYI,1,1,0,0,0,2,4,1,34,37,0,4,0,3,0,100,36,27,57.1
New York Islanders,2013/03/03  vs. OTT,OTT,1,1,0,0,0,2,2,2,35,31,0,5,0,3,1,66.7,28,27,50.9
Calgary Flames,2013/03/11  @ LAK,LAK,1,0,1,0,0,0,1,3,24,22,0,4,0,1,1,0,32,22,59.3
Montreal Canadiens,2013/04/20  vs. WSH,WSH,1,0,1,0,0,0,1,5,36,25,0,5,0,3,2,33.3,39,32,54.9
St. Louis Blues,2013/01/26  @ DAL,DAL,1,1,0,0,0,2,4,3,32,23,0,3,0,4,1,75,27,33,45
Phoenix Coyotes,2013/03/30  @ SJS,SJS,1,0,0,0,1,1,2,2,29,34,0,1,0,2,1,50,32,31,50.8
Columbus Blue Jackets,2013/02/26  vs. DAL,DAL,1,0,0,0,1,1,4,5,20,39,0,1,0,1,0,100,27,29,48.2
Winnipeg Jets,2013/01/25  vs. PIT,PIT,1,1,0,0,0,2,4,2,32,35,1,2,50,1,0,100,27,23,54
Florida Panthers,2013/04/07  vs. OTT,OTT,1,1,0,0,0,2,2,1,17,41,1,1,100,5,0,100,26,28,48.1
Philadelphia Flyers,2013/03/13  @ NJD,NJD,1,0,1,0,0,0,2,5,25,32,1,4,25,6,1,83.3,26,30,46.4
Washington Capitals,2013/03/26  vs. NYI,NYI,1,0,1,0,0,0,2,3,22,31,0,3,0,2,0,100,25,27,48.1
Toronto Maple Leafs,2013/04/13  vs. MTL,MTL,1,1,0,0,0,2,5,1,28,37,1,5,20,4,0,100,38,38,50
Tampa Bay Lightning,2013/04/04  @ CAR,CAR,1,1,0,0,0,2,5,0,30,45,0,1,0,3,0,100,31,23,57.4
Boston Bruins,2013/04/11  vs. NYI,NYI,1,0,1,0,0,0,1,2,31,36,1,1,100,1,0,100,22,19,53.7
Colorado Avalanche,2013/04/08  vs. CGY,CGY,1,0,1,0,0,0,1,3,40,34,0,4,0,6,0,100,38,23,62.3
Montreal Canadiens,2013/02/07  @ BUF,BUF,1,0,0,0,1,1,4,4,32,40,1,4,25,7,1,85.7,29,34,46
Washington Capitals,2013/02/26  vs. CAR,CAR,1,1,0,0,0,2,3,0,40,33,1,4,25,2,0,100,29,31,48.3
New Jersey Devils,2013/02/12  vs. CAR,CAR,1,0,1,0,0,0,2,4,28,25,1,4,25,5,2,60,29,31,48.3
Minnesota Wild,2013/02/04  @ PHX,PHX,1,0,1,0,0,0,1,2,22,34,0,2,0,1,0,100,25,27,48.1
Boston Bruins,2013/03/12  @ PIT,PIT,1,0,1,0,0,0,2,3,16,34,1,2,50,4,0,100,33,28,54.1
Edmonton Oilers,2013/02/02  @ COL,COL,1,0,1,0,0,0,1,3,26,40,0,3,0,6,0,100,23,31,42.6
Florida Panthers,2013/04/02  @ TBL,TBL,1,1,0,0,0,2,2,2,25,41,2,3,66.7,3,0,100,33,32,50.8
Chicago Blackhawks,2013/01/24  @ DAL,DAL,1,1,0,0,0,2,3,2,41,23,3,7,42.9,2,0,100,35,23,60.3
Pittsburgh Penguins,2013/02/20  vs. PHI,PHI,1,0,1,0,0,0,5,6,32,32,2,7,28.6,6,1,83.3,41,20,67.2
Carolina Hurricanes,2013/03/07  vs. MTL,MTL,1,0,1,0,0,0,2,4,43,28,0,4,0,6,1,83.3,36,35,50.7
Phoenix Coyotes,2013/04/06  vs. COL,COL,1,1,0,0,0,2,4,0,28,24,1,4,25,4,0,100,25,25,50
Vancouver Canucks,2013/01/30  vs. COL,COL,1,1,0,0,0,2,3,0,23,24,1,5,20,4,0,100,31,27,53.4
St. Louis Blues,2013/02/19  vs. SJS,SJS,1,0,1,0,0,0,1,2,26,25,0,3,0,4,0,100,31,37,45.6
Detroit Red Wings,2013/01/22  vs. DAL,DAL,1,0,1,0,0,0,1,2,40,32,0,4,0,2,0,100,35,25,58.3
Calgary Flames,2013/02/20  vs. LAK,LAK,1,0,1,0,0,0,1,3,27,33,0,4,0,1,0,100,22,40,35.5
Columbus Blue Jackets,2013/01/23  @ PHX,PHX,1,0,1,0,0,0,1,5,26,42,0,3,0,5,1,80,24,42,36.4
Pittsburgh Penguins,2013/03/19  vs. WSH,WSH,1,1,0,0,0,2,2,1,36,29,1,3,33.3,5,1,80,30,31,49.2
Florida Panthers,2013/04/11  @ WPG,WPG,1,0,1,0,0,0,2,7,27,35,0,2,0,5,1,80,21,26,44.7
Washington Capitals,2013/04/11  vs. CAR,CAR,1,1,0,0,0,2,3,1,31,44,1,4,25,3,1,66.7,32,31,50.8
Chicago Blackhawks,2013/03/10  vs. EDM,EDM,1,0,1,0,0,0,5,6,37,25,1,2,50,4,3,25,40,24,62.5
New York Rangers,2013/03/19  @ NJD,NJD,1,1,0,0,0,2,3,2,22,31,0,2,0,4,1,75,26,36,41.9
Pittsburgh Penguins,2013/01/29  vs. NYI,NYI,1,0,1,0,0,0,1,4,38,24,0,3,0,2,2,0,41,31,56.9
Toronto Maple Leafs,2013/02/16  vs. OTT,OTT,1,1,0,0,0,2,3,0,29,34,0,2,0,4,0,100,20,25,44.4
Washington Capitals,2013/02/03  vs. PIT,PIT,1,0,1,0,0,0,3,6,24,26,1,4,25,3,2,33.3,37,34,52.1
Anaheim Ducks,2013/03/27  @ SJS,SJS,1,0,1,0,0,0,0,4,22,29,0,2,0,3,1,66.7,30,31,49.2
St. Louis Blues,2013/03/10  @ ANA,ANA,1,0,1,0,0,0,2,4,31,22,1,3,33.3,7,1,85.7,35,32,52.2
Colorado Avalanche,2013/03/14  @ MIN,MIN,1,0,1,0,0,0,3,5,32,40,1,2,50,4,0,100,37,24,60.7
New York Rangers,2013/02/21  @ OTT,OTT,1,0,0,0,1,1,2,2,34,37,1,4,25,2,1,50,24,29,45.3
Carolina Hurricanes,2013/02/09  @ PHI,PHI,1,0,0,0,1,1,3,4,33,32,0,3,0,3,0,100,33,37,47.1
Edmonton Oilers,2013/04/26  @ MIN,MIN,1,1,0,0,0,2,6,1,17,39,0,2,0,2,0,100,23,33,41.1
Boston Bruins,2013/03/11  @ OTT,OTT,1,1,0,0,0,2,2,2,35,32,0,3,0,2,0,100,31,32,49.2
Boston Bruins,2013/02/10  @ BUF,BUF,1,1,0,0,0,2,3,1,39,26,1,5,20,3,0,100,30,33,47.6
Phoenix Coyotes,2013/04/12  @ CGY,CGY,1,0,0,0,1,1,2,3,31,25,0,2,0,1,1,0,36,27,57.1
Pittsburgh Penguins,2013/02/09  @ NJD,NJD,1,0,1,0,0,0,1,3,25,28,1,6,16.7,10,2,80,32,28,53.3
Columbus Blue Jackets,2013/01/24  @ COL,COL,1,0,1,0,0,0,0,4,33,28,0,6,0,3,0,100,31,36,46.3
Anaheim Ducks,2013/03/16  @ STL,STL,1,0,0,0,1,1,1,2,28,21,0,2,0,3,1,66.7,34,39,46.6
Washington Capitals,2013/02/17  @ NYR,NYR,1,0,1,0,0,0,1,2,28,40,0,4,0,5,1,80,31,27,53.4
San Jose Sharks,2013/03/12  @ STL,STL,1,0,1,0,0,0,2,4,41,21,1,3,33.3,3,0,100,34,30,53.1
Edmonton Oilers,2013/03/08  @ NSH,NSH,1,0,1,0,0,0,0,6,24,34,0,0,0,4,2,50,27,30,47.4
Nashville Predators,2013/04/23  vs. CGY,CGY,1,1,0,0,0,2,4,3,32,18,1,3,33.3,1,0,100,27,25,51.9
Colorado Avalanche,2013/04/23  @ STL,STL,1,0,1,0,0,0,1,3,18,34,0,3,0,5,2,60,31,27,53.4
Boston Bruins,2013/02/06  @ MTL,MTL,1,1,0,0,0,2,2,1,23,21,0,4,0,5,1,80,38,26,59.4
Los Angeles Kings,2013/04/06  vs. EDM,EDM,1,1,0,0,0,2,4,1,39,24,2,5,40,4,1,75,36,29,55.4
New Jersey Devils,2013/02/05  vs. NYR,NYR,1,1,0,0,0,2,3,1,22,25,1,4,25,5,0,100,26,32,44.8
Toronto Maple Leafs,2013/03/30  @ OTT,OTT,1,1,0,0,0,2,4,0,23,31,1,5,20,5,0,100,34,32,51.5
Dallas Stars,2013/02/23  vs. SJS,SJS,1,1,0,0,0,2,3,1,28,32,2,6,33.3,7,1,85.7,33,34,49.3
Colorado Avalanche,2013/01/30  @ VAN,VAN,1,0,1,0,0,0,0,3,24,23,0,4,0,5,1,80,27,31,46.6
Ottawa Senators,2013/01/19  @ WPG,WPG,1,1,0,0,0,2,4,1,37,28,1,2,50,6,1,83.3,28,35,44.4
New Jersey Devils,2013/02/24  vs. WPG,WPG,1,0,1,0,0,0,2,4,26,27,0,2,0,2,1,50,32,21,60.4
Carolina Hurricanes,2013/03/12  @ WSH,WSH,1,1,0,0,0,2,4,0,36,26,0,3,0,2,0,100,35,27,56.5
New Jersey Devils,2013/04/07  @ BUF,BUF,1,0,0,0,1,1,2,2,39,26,1,5,20,3,0,100,33,28,54.1
Columbus Blue Jackets,2013/03/22  vs. CGY,CGY,1,1,0,0,0,2,5,1,28,25,0,4,0,2,0,100,31,36,46.3
Carolina Hurricanes,2013/02/18  @ MTL,MTL,1,0,1,0,0,0,0,3,19,26,0,3,0,4,0,100,23,27,46
Winnipeg Jets,2013/03/14  vs. NYR,NYR,1,1,0,0,0,2,3,1,33,29,1,2,50,1,0,100,23,33,41.1
