Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
Edmonton Oilers,2013/03/17  vs. NSH,NSH,1,1,0,0,0,2,3,2,21,31,1,2,50,4,1,75,25,28,47.2
New York Islanders,2013/03/19  vs. OTT,OTT,1,0,1,0,0,0,3,5,29,23,1,6,16.7,1,0,100,32,25,56.1
Columbus Blue Jackets,2013/04/15  @ COL,COL,1,1,0,0,0,2,4,3,30,32,0,1,0,3,1,66.7,40,25,61.5
New York Rangers,2013/03/10  @ WSH,WSH,1,1,0,0,0,2,4,1,30,29,1,2,50,3,0,100,23,31,42.6
Boston Bruins,2013/03/14  vs. FLA,FLA,1,1,0,0,0,2,4,1,32,30,0,2,0,2,0,100,35,17,67.3
Calgary Flames,2013/03/18  @ DAL,DAL,1,0,1,0,0,0,3,4,19,24,2,4,50,3,0,100,30,32,48.4
Ottawa Senators,2013/03/25  vs. NJD,NJD,1,1,0,0,0,2,2,2,14,34,0,1,0,1,0,100,30,27,52.6
Buffalo Sabres,2013/03/10  @ PHI,PHI,1,0,1,0,0,0,2,3,20,28,0,3,0,6,2,66.7,27,25,51.9
Columbus Blue Jackets,2013/02/16  @ PHX,PHX,1,0,1,0,0,0,3,5,20,35,0,3,0,7,1,85.7,27,27,50
Montreal Canadiens,2013/03/23  vs. BUF,BUF,1,0,1,0,0,0,1,2,39,18,1,3,33.3,3,1,66.7,29,28,50.9
Nashville Predators,2013/03/15  @ CGY,CGY,1,0,1,0,0,0,3,6,20,22,1,2,50,3,1,66.7,31,26,54.4
Phoenix Coyotes,2013/04/02  vs. LAK,LAK,1,1,0,0,0,2,3,1,31,40,0,3,0,3,0,100,34,24,58.6
Vancouver Canucks,2013/03/19  vs. STL,STL,1,1,0,0,0,2,3,2,19,34,0,2,0,3,0,100,28,32,46.7
Tampa Bay Lightning,2013/02/23  @ CAR,CAR,1,1,0,0,0,2,5,2,39,34,0,3,0,3,0,100,22,35,38.6
New York Rangers,2013/04/27  vs. NJD,NJD,1,1,0,0,0,2,4,0,21,20,0,6,0,4,0,100,21,26,44.7
Pittsburgh Penguins,2013/04/25  @ NJD,NJD,1,0,1,0,0,0,2,3,18,32,1,3,33.3,3,1,66.7,25,24,51
New Jersey Devils,2013/02/16  @ NYI,NYI,1,0,1,0,0,0,1,5,31,33,1,5,20,6,3,50,20,34,37
San Jose Sharks,2013/03/27  vs. ANA,ANA,1,1,0,0,0,2,4,0,29,22,1,3,33.3,2,0,100,31,30,50.8
Detroit Red Wings,2013/02/21  vs. CBJ,CBJ,1,0,1,0,0,0,2,3,30,24,0,4,0,3,1,66.7,27,22,55.1
Tampa Bay Lightning,2013/03/29  vs. NJD,NJD,1,1,0,0,0,2,4,4,25,25,0,3,0,5,1,80,28,26,51.8
Winnipeg Jets,2013/04/25  vs. MTL,MTL,1,0,1,0,0,0,2,4,25,30,0,2,0,4,1,75,21,32,39.6
Montreal Canadiens,2013/04/03  @ PHI,PHI,1,0,1,0,0,0,3,5,17,34,0,3,0,3,0,100,25,31,44.6
Detroit Red Wings,2013/02/19  @ NSH,NSH,1,0,0,0,1,1,3,4,29,25,0,2,0,6,1,83.3,31,21,59.6
Columbus Blue Jackets,2013/03/23  @ NSH,NSH,1,0,1,0,0,0,2,5,23,24,1,3,33.3,2,2,0,28,40,41.2
Tampa Bay Lightning,2013/02/14  vs. WSH,WSH,1,0,1,0,0,0,3,4,30,39,0,2,0,1,1,0,29,36,44.6
Boston Bruins,2013/01/19  vs. NYR,NYR,1,1,0,0,0,2,3,1,34,21,0,7,0,5,0,100,35,23,60.3
Calgary Flames,2013/04/23  @ NSH,NSH,1,0,1,0,0,0,3,4,18,32,0,1,0,3,1,66.7,25,27,48.1
Nashville Predators,2013/02/14  vs. PHX,PHX,1,1,0,0,0,2,3,0,29,19,1,2,50,4,0,100,16,30,34.8
Anaheim Ducks,2013/04/22  @ EDM,EDM,1,1,0,0,0,2,3,0,28,24,1,3,33.3,3,0,100,20,24,45.5
Los Angeles Kings,2013/04/09  @ DAL,DAL,1,0,1,0,0,0,1,5,30,31,1,5,20,4,0,100,32,33,49.2
Florida Panthers,2013/03/14  @ BOS,BOS,1,0,1,0,0,0,1,4,30,32,0,2,0,2,0,100,17,35,32.7
Winnipeg Jets,2013/03/21  vs. WSH,WSH,1,0,1,0,0,0,0,4,20,25,0,3,0,3,1,66.7,26,23,53.1
Colorado Avalanche,2013/04/11  @ LAK,LAK,1,0,0,0,1,1,2,2,28,37,0,2,0,4,1,75,25,34,42.4
Toronto Maple Leafs,2013/02/05  @ WSH,WSH,1,1,0,0,0,2,3,2,21,26,0,3,0,3,2,33.3,30,20,60
Winnipeg Jets,2013/02/21  @ CAR,CAR,1,1,0,0,0,2,4,3,23,30,0,4,0,3,0,100,22,36,37.9
Tampa Bay Lightning,2013/01/22  @ CAR,CAR,1,1,0,0,0,2,4,1,26,36,1,6,16.7,5,1,80,41,36,53.2
Phoenix Coyotes,2013/02/09  @ SJS,SJS,1,1,0,0,0,2,0,0,21,33,0,3,0,4,0,100,29,24,54.7
Buffalo Sabres,2013/04/07  vs. NJD,NJD,1,1,0,0,0,2,2,2,26,39,0,3,0,5,1,80,28,33,45.9
Carolina Hurricanes,2013/03/16  @ TBL,TBL,1,0,1,0,0,0,1,4,22,26,0,2,0,1,0,100,22,36,37.9
Pittsburgh Penguins,2013/02/17  @ BUF,BUF,1,1,0,0,0,2,4,3,35,33,1,4,25,4,1,75,34,34,50
Phoenix Coyotes,2013/02/02  vs. DAL,DAL,1,1,0,0,0,2,2,0,34,17,1,7,14.3,1,0,100,31,28,52.5
Edmonton Oilers,2013/04/08  @ ANA,ANA,1,0,1,0,0,0,1,2,28,38,0,3,0,5,0,100,32,26,55.2
New York Rangers,2013/03/21  vs. FLA,FLA,1,0,1,0,0,0,1,3,45,24,0,3,0,2,1,50,33,29,53.2
Toronto Maple Leafs,2013/01/21  vs. BUF,BUF,1,0,1,0,0,0,1,2,35,20,1,7,14.3,3,0,100,45,19,70.3
Ottawa Senators,2013/02/05  vs. BUF,BUF,1,1,0,0,0,2,4,3,24,23,1,2,50,4,0,100,37,15,71.2
Buffalo Sabres,2013/01/21  @ TOR,TOR,1,1,0,0,0,2,2,1,20,35,0,3,0,7,1,85.7,19,45,29.7
San Jose Sharks,2013/03/02  vs. NSH,NSH,1,1,0,0,0,2,2,1,39,19,2,4,50,1,0,100,33,24,57.9
Chicago Blackhawks,2013/02/24  vs. CBJ,CBJ,1,1,0,0,0,2,1,0,27,28,0,3,0,5,0,100,24,26,48
Phoenix Coyotes,2013/04/18  @ STL,STL,1,0,0,0,1,1,1,1,34,30,1,3,33.3,2,0,100,23,33,41.1
Minnesota Wild,2013/02/28  @ PHX,PHX,1,1,0,0,0,2,4,3,23,28,1,5,20,3,0,100,23,35,39.7
Carolina Hurricanes,2013/04/27  @ PIT,PIT,1,0,1,0,0,0,3,8,30,35,0,4,0,3,2,33.3,25,38,39.7
Tampa Bay Lightning,2013/04/18  @ MTL,MTL,1,0,1,0,0,0,2,3,34,35,1,2,50,6,1,83.3,34,29,54
Dallas Stars,2013/04/18  vs. VAN,VAN,1,1,0,0,0,2,5,1,30,38,1,5,20,2,0,100,33,40,45.2
Columbus Blue Jackets,2013/03/12  vs. VAN,VAN,1,0,0,0,1,1,1,1,27,38,0,2,0,2,0,100,28,23,54.9
St. Louis Blues,2013/01/19  vs. DET,DET,1,1,0,0,0,2,6,0,36,14,4,5,80,4,0,100,26,30,46.4
Dallas Stars,2013/01/19  vs. PHX,PHX,1,1,0,0,0,2,4,3,26,40,2,4,50,5,2,60,33,35,48.5
Phoenix Coyotes,2013/01/28  vs. NSH,NSH,1,1,0,0,0,2,4,0,25,21,1,4,25,2,0,100,25,28,47.2
Detroit Red Wings,2013/01/27  @ CHI,CHI,1,0,0,0,1,1,1,2,30,27,0,6,0,3,1,66.7,33,31,51.6
Vancouver Canucks,2013/03/18  vs. MIN,MIN,1,0,1,0,0,0,1,3,36,25,1,4,25,2,1,50,21,44,32.3
Ottawa Senators,2013/02/28  @ BOS,BOS,1,0,0,0,1,1,1,2,31,46,1,5,20,3,0,100,20,37,35.1
Edmonton Oilers,2013/01/26  @ CGY,CGY,1,0,1,0,0,0,3,4,20,35,2,4,50,6,1,83.3,25,35,41.7
Pittsburgh Penguins,2013/04/05  vs. NYR,NYR,1,1,0,0,0,2,1,1,27,35,0,2,0,2,0,100,36,25,59
Edmonton Oilers,2013/02/25  @ CHI,CHI,1,0,0,0,1,1,2,3,19,34,1,4,25,2,1,50,29,28,50.9
New Jersey Devils,2013/03/23  vs. FLA,FLA,1,1,0,0,0,2,2,1,25,18,0,2,0,2,0,100,27,20,57.4
Carolina Hurricanes,2013/03/21  vs. NJD,NJD,1,0,1,0,0,0,1,4,18,22,1,2,50,3,2,33.3,23,30,43.4
Phoenix Coyotes,2013/03/12  vs. LAK,LAK,1,1,0,0,0,2,5,2,29,33,1,3,33.3,5,2,60,35,30,53.8
Vancouver Canucks,2013/02/24  @ DET,DET,1,0,1,0,0,0,3,8,21,28,0,2,0,5,3,40,24,27,47.1
Calgary Flames,2013/04/25  @ STL,STL,1,0,1,0,0,0,1,4,19,20,0,4,0,5,1,80,24,34,41.4
Phoenix Coyotes,2013/01/24  @ SJS,SJS,1,0,1,0,0,0,3,5,35,35,2,6,33.3,7,2,71.4,26,36,41.9
Dallas Stars,2013/03/21  @ LAK,LAK,1,1,0,0,0,2,2,0,21,40,0,2,0,3,0,100,24,37,39.3
Dallas Stars,2013/01/26  vs. STL,STL,1,0,1,0,0,0,3,4,23,32,1,4,25,3,0,100,33,27,55
New Jersey Devils,2013/03/09  @ CAR,CAR,1,0,1,0,0,0,3,6,34,22,0,2,0,3,1,66.7,32,27,54.2
Calgary Flames,2013/02/05  @ DET,DET,1,1,0,0,0,2,4,1,23,26,2,5,40,4,1,75,33,37,47.1
Tampa Bay Lightning,2013/02/28  @ NYR,NYR,1,0,1,0,0,0,1,4,25,42,0,3,0,4,1,75,19,38,33.3
Calgary Flames,2013/04/10  vs. VAN,VAN,1,0,1,0,0,0,1,4,41,29,0,4,0,4,1,75,32,38,45.7
Detroit Red Wings,2013/03/25  @ PHX,PHX,1,1,0,0,0,2,3,2,35,30,2,5,40,3,1,66.7,23,37,38.3
Boston Bruins,2013/03/23  @ TOR,TOR,1,0,1,0,0,0,2,3,33,13,0,1,0,2,0,100,30,25,54.5
Tampa Bay Lightning,2013/02/26  vs. BUF,BUF,1,0,1,0,0,0,1,2,31,21,0,6,0,1,0,100,28,27,50.9
Carolina Hurricanes,2013/02/02  @ PHI,PHI,1,0,1,0,0,0,3,5,42,24,1,6,16.7,3,3,0,36,30,54.5
New York Rangers,2013/01/26  vs. TOR,TOR,1,1,0,0,0,2,5,2,42,17,0,4,0,4,1,75,31,32,49.2
Dallas Stars,2013/02/15  @ VAN,VAN,1,1,0,0,0,2,4,3,29,28,0,4,0,3,0,100,26,29,47.3
St. Louis Blues,2013/01/31  @ CBJ,CBJ,1,1,0,0,0,2,4,1,25,25,2,5,40,4,1,75,29,24,54.7
Pittsburgh Penguins,2013/02/02  vs. NJD,NJD,1,1,0,0,0,2,5,1,30,16,0,3,0,2,0,100,34,21,61.8
Ottawa Senators,2013/02/01  @ CAR,CAR,1,0,1,0,0,0,0,1,33,35,0,4,0,4,0,100,28,35,44.4
Ottawa Senators,2013/02/12  vs. BUF,BUF,1,1,0,0,0,2,2,0,31,42,0,8,0,4,0,100,37,32,53.6
San Jose Sharks,2013/04/03  vs. MIN,MIN,1,1,0,0,0,2,4,2,33,33,2,5,40,1,0,100,36,28,56.3
Columbus Blue Jackets,2013/01/31  vs. STL,STL,1,0,1,0,0,0,1,4,25,25,1,4,25,5,2,60,24,29,45.3
Dallas Stars,2013/01/28  @ CBJ,CBJ,1,0,1,0,0,0,1,2,25,27,1,4,25,7,0,100,28,29,49.1
Vancouver Canucks,2013/01/19  vs. ANA,ANA,1,0,1,0,0,0,3,7,29,26,2,4,50,3,3,0,37,38,49.3
Edmonton Oilers,2013/04/19  @ COL,COL,1,1,0,0,0,2,4,1,24,34,0,4,0,4,0,100,17,41,29.3
San Jose Sharks,2013/04/11  @ DET,DET,1,1,0,0,0,2,2,2,30,29,1,4,25,4,1,75,38,28,57.6
Florida Panthers,2013/03/03  vs. CAR,CAR,1,0,1,0,0,0,2,3,36,24,0,1,0,2,0,100,26,24,52
Ottawa Senators,2013/03/16  @ BUF,BUF,1,1,0,0,0,2,4,3,34,36,1,3,33.3,3,0,100,35,30,53.8
Winnipeg Jets,2013/04/16  vs. TBL,TBL,1,1,0,0,0,2,3,3,36,27,1,3,33.3,1,0,100,32,28,53.3
Tampa Bay Lightning,2013/04/25  @ BOS,BOS,1,0,1,0,0,0,0,2,30,24,0,3,0,1,0,100,20,36,35.7
San Jose Sharks,2013/02/23  @ DAL,DAL,1,0,1,0,0,0,1,3,32,28,1,7,14.3,6,2,66.7,34,33,50.7
Winnipeg Jets,2013/03/22  vs. WSH,WSH,1,0,1,0,0,0,1,6,31,24,0,5,0,4,1,75,19,28,40.4
Montreal Canadiens,2013/03/09  @ TBL,TBL,1,1,0,0,0,2,4,3,29,23,0,3,0,2,1,50,28,40,41.2
Carolina Hurricanes,2013/04/04  vs. TBL,TBL,1,0,1,0,0,0,0,5,45,30,0,3,0,1,0,100,23,31,42.6
Nashville Predators,2013/03/12  @ DAL,DAL,1,1,0,0,0,2,4,0,21,32,2,4,50,4,0,100,35,32,52.2
St. Louis Blues,2013/04/09  @ NSH,NSH,1,1,0,0,0,2,1,0,26,15,0,1,0,0,0,0,16,28,36.4
Pittsburgh Penguins,2013/04/22  @ OTT,OTT,1,1,0,0,0,2,3,1,24,35,0,5,0,6,1,83.3,31,27,53.4
Florida Panthers,2013/03/16  vs. NYI,NYI,1,0,1,0,0,0,3,4,30,25,0,1,0,0,0,0,24,27,47.1
New York Islanders,2013/04/18  @ TOR,TOR,1,1,0,0,0,2,5,3,38,21,1,5,20,4,2,50,36,27,57.1
New York Islanders,2013/02/03  vs. NJD,NJD,1,0,1,0,0,0,0,3,22,27,0,7,0,3,1,66.7,31,27,53.4
Columbus Blue Jackets,2013/04/25  @ DAL,DAL,1,1,0,0,0,2,3,1,35,32,2,4,50,3,1,66.7,36,36,50
Florida Panthers,2013/01/29  @ TBL,TBL,1,0,1,0,0,0,2,5,28,33,0,4,0,5,2,60,32,27,54.2
Carolina Hurricanes,2013/01/22  vs. TBL,TBL,1,0,1,0,0,0,1,4,36,26,1,5,20,6,1,83.3,36,41,46.8
Dallas Stars,2013/01/20  @ MIN,MIN,1,0,1,0,0,0,0,1,24,32,0,4,0,3,0,100,24,26,48
Toronto Maple Leafs,2013/02/07  @ WPG,WPG,1,1,0,0,0,2,3,2,18,25,1,4,25,4,0,100,35,24,59.3
Florida Panthers,2013/04/23  vs. NYR,NYR,1,1,0,0,0,2,3,2,16,38,1,2,50,3,0,100,26,30,46.4
Vancouver Canucks,2013/04/22  vs. CHI,CHI,1,1,0,0,0,2,3,1,32,25,1,5,20,2,0,100,29,22,56.9
Minnesota Wild,2013/03/12  vs. ANA,ANA,1,0,1,0,0,0,1,2,31,21,1,5,20,3,0,100,36,23,61
Toronto Maple Leafs,2013/04/06  @ NJD,NJD,1,1,0,0,0,2,2,1,18,28,0,5,0,5,0,100,29,19,60.4
Tampa Bay Lightning,2013/04/13  @ WSH,WSH,1,0,0,0,1,1,5,6,40,38,0,2,0,5,2,60,29,39,42.6
Chicago Blackhawks,2013/02/07  @ PHX,PHX,1,1,0,0,0,2,6,2,33,24,2,9,22.2,2,1,50,39,33,54.2
Minnesota Wild,2013/03/09  @ NSH,NSH,1,1,0,0,0,2,1,1,29,25,1,5,20,2,1,50,31,27,53.4
Nashville Predators,2013/02/25  vs. DAL,DAL,1,1,0,0,0,2,5,4,31,24,1,4,25,4,2,50,31,26,54.4
Anaheim Ducks,2013/02/04  vs. SJS,SJS,1,1,0,0,0,2,2,1,32,26,0,6,0,6,0,100,26,31,45.6
Minnesota Wild,2013/02/14  vs. COL,COL,1,0,0,0,1,1,3,3,29,32,0,1,0,2,1,50,39,29,57.4
Ottawa Senators,2013/04/18  vs. WSH,WSH,1,1,0,0,0,2,3,1,38,19,0,3,0,3,0,100,31,20,60.8
Vancouver Canucks,2013/02/17  vs. STL,STL,1,0,0,0,1,1,3,3,31,23,2,4,50,2,0,100,35,39,47.3
Minnesota Wild,2013/02/17  vs. DET,DET,1,1,0,0,0,2,3,2,24,31,0,2,0,3,0,100,29,20,59.2
Minnesota Wild,2013/03/29  @ DAL,DAL,1,0,1,0,0,0,3,5,33,33,1,4,25,6,3,50,27,35,43.5
Detroit Red Wings,2013/03/22  @ ANA,ANA,1,1,0,0,0,2,5,1,23,34,1,2,50,3,0,100,27,25,51.9
San Jose Sharks,2013/04/21  vs. CBJ,CBJ,1,0,1,0,0,0,3,4,35,22,1,2,50,2,1,50,22,26,45.8
New York Islanders,2013/04/13  vs. NYR,NYR,1,0,0,0,1,1,0,1,29,20,0,2,0,4,0,100,32,22,59.3
Nashville Predators,2013/02/02  @ SJS,SJS,1,1,0,0,0,2,1,1,24,27,0,5,0,5,1,80,31,33,48.4
Edmonton Oilers,2013/02/21  vs. MIN,MIN,1,0,1,0,0,0,1,3,28,28,0,1,0,3,0,100,29,31,48.3
Ottawa Senators,2013/04/09  @ TBL,TBL,1,0,1,0,0,0,2,3,33,24,1,4,25,7,2,71.4,28,34,45.2
Dallas Stars,2013/02/01  vs. PHX,PHX,1,1,0,0,0,2,3,3,24,34,0,2,0,3,0,100,30,27,52.6
Nashville Predators,2013/02/09  @ MIN,MIN,1,0,0,0,1,1,1,2,26,32,0,6,0,4,1,75,29,37,43.9
New York Rangers,2013/04/16  @ PHI,PHI,1,0,1,0,0,0,2,4,40,22,0,5,0,2,1,50,30,39,43.5
Philadelphia Flyers,2013/03/09  @ BOS,BOS,1,0,1,0,0,0,0,3,23,28,0,3,0,2,1,50,31,29,51.7
Winnipeg Jets,2013/03/12  vs. TOR,TOR,1,1,0,0,0,2,5,2,34,26,1,4,25,3,0,100,33,28,54.1
Dallas Stars,2013/04/25  vs. CBJ,CBJ,1,0,1,0,0,0,1,3,32,35,1,3,33.3,4,2,50,36,36,50
Carolina Hurricanes,2013/03/14  vs. WSH,WSH,1,0,1,0,0,0,2,3,38,25,0,4,0,3,1,66.7,34,26,56.7
Vancouver Canucks,2013/04/16  @ STL,STL,1,0,0,0,1,1,1,1,22,36,1,3,33.3,4,0,100,27,39,40.9
Buffalo Sabres,2013/03/21  vs. TOR,TOR,1,1,0,0,0,2,4,4,36,34,1,5,20,4,2,50,26,37,41.3
Philadelphia Flyers,2013/03/15  vs. NJD,NJD,1,1,0,0,0,2,1,1,22,28,0,4,0,5,0,100,32,27,54.2
Philadelphia Flyers,2013/04/06  @ WPG,WPG,1,0,1,0,0,0,1,4,31,25,0,3,0,3,0,100,28,33,45.9
Ottawa Senators,2013/02/25  vs. MTL,MTL,1,1,0,0,0,2,1,1,24,45,0,1,0,4,1,75,30,36,45.5
Carolina Hurricanes,2013/03/03  @ FLA,FLA,1,1,0,0,0,2,3,2,24,36,0,2,0,1,0,100,24,26,48
Phoenix Coyotes,2013/02/23  @ EDM,EDM,1,0,0,0,1,1,2,2,36,43,1,7,14.3,4,1,75,31,29,51.7
Phoenix Coyotes,2013/02/16  vs. CBJ,CBJ,1,1,0,0,0,2,5,3,35,20,1,7,14.3,3,0,100,27,27,50
Buffalo Sabres,2013/04/26  vs. NYI,NYI,1,1,0,0,0,2,1,1,22,31,0,3,0,4,0,100,31,32,49.2
Anaheim Ducks,2013/02/16  @ NSH,NSH,1,1,0,0,0,2,2,2,22,34,0,2,0,5,0,100,26,37,41.3
Pittsburgh Penguins,2013/01/25  @ WPG,WPG,1,0,1,0,0,0,2,4,35,32,0,1,0,2,1,50,23,27,46
Nashville Predators,2013/02/18  @ COL,COL,1,0,1,0,0,0,5,6,38,28,1,5,20,2,1,50,29,39,42.6
New York Islanders,2013/01/19  vs. NJD,NJD,1,0,1,0,0,0,1,2,19,28,1,4,25,2,0,100,30,21,58.8
Anaheim Ducks,2013/04/07  vs. LAK,LAK,1,1,0,0,0,2,3,3,22,38,1,4,25,2,1,50,31,38,44.9
Anaheim Ducks,2013/02/08  @ DAL,DAL,1,0,1,0,0,0,1,3,21,28,0,3,0,5,2,60,26,27,49.1
Los Angeles Kings,2013/03/25  @ CHI,CHI,1,1,0,0,0,2,5,4,36,25,0,2,0,4,0,100,37,36,50.7
Detroit Red Wings,2013/02/24  vs. VAN,VAN,1,1,0,0,0,2,8,3,28,21,3,5,60,2,0,100,27,24,52.9
Los Angeles Kings,2013/02/27  vs. DET,DET,1,1,0,0,0,2,2,1,29,33,1,5,20,3,0,100,33,31,51.6
Toronto Maple Leafs,2013/01/29  @ BUF,BUF,1,1,0,0,0,2,4,3,24,32,0,2,0,1,1,0,32,33,49.2
New Jersey Devils,2013/02/02  @ PIT,PIT,1,0,1,0,0,0,1,5,16,30,0,2,0,3,0,100,21,34,38.2
Dallas Stars,2013/03/23  vs. COL,COL,1,1,0,0,0,2,5,2,31,35,1,4,25,3,1,66.7,34,31,52.3
Calgary Flames,2013/03/13  vs. DET,DET,1,1,0,0,0,2,5,2,22,38,1,2,50,2,1,50,24,25,49
New Jersey Devils,2013/02/18  vs. OTT,OTT,1,0,0,0,1,1,1,1,31,30,0,3,0,2,0,100,28,33,45.9
Vancouver Canucks,2013/04/18  @ DAL,DAL,1,0,1,0,0,0,1,5,38,30,0,2,0,5,1,80,40,33,54.8
Toronto Maple Leafs,2013/02/25  @ PHI,PHI,1,1,0,0,0,2,4,2,22,25,0,3,0,6,1,83.3,35,34,50.7
Columbus Blue Jackets,2013/01/19  @ NSH,NSH,1,1,0,0,0,2,2,2,28,34,1,2,50,1,1,0,32,37,46.4
Pittsburgh Penguins,2013/02/10  vs. NJD,NJD,1,0,1,0,0,0,1,3,24,23,1,3,33.3,1,1,0,34,21,61.8
Ottawa Senators,2013/03/06  @ TOR,TOR,1,0,1,0,0,0,4,5,43,28,0,1,0,2,1,50,31,36,46.3
Montreal Canadiens,2013/03/05  @ NYI,NYI,1,0,1,0,0,0,3,6,32,24,2,5,40,5,2,60,32,32,50
Washington Capitals,2013/04/06  @ FLA,FLA,1,1,0,0,0,2,4,3,31,30,3,5,60,2,1,50,29,26,52.7
San Jose Sharks,2013/03/18  @ ANA,ANA,1,0,1,0,0,0,3,5,35,28,0,3,0,1,0,100,23,35,39.7
Pittsburgh Penguins,2013/01/20  @ NYR,NYR,1,1,0,0,0,2,6,3,39,34,2,5,40,4,1,75,27,36,42.9
Washington Capitals,2013/04/25  vs. OTT,OTT,1,0,0,0,1,1,1,2,20,41,0,1,0,5,1,80,41,28,59.4
Anaheim Ducks,2013/03/01  vs. MIN,MIN,1,1,0,0,0,2,3,2,29,33,0,1,0,3,0,100,24,32,42.9
Nashville Predators,2013/04/04  vs. CBJ,CBJ,1,0,1,0,0,0,1,3,39,38,0,2,0,2,1,50,27,32,45.8
New York Rangers,2013/04/21  vs. NJD,NJD,1,1,0,0,0,2,4,1,22,27,1,6,16.7,2,0,100,29,32,47.5
San Jose Sharks,2013/03/06  @ CGY,CGY,1,0,1,0,0,0,1,4,33,26,0,4,0,3,0,100,39,35,52.7
Chicago Blackhawks,2013/04/01  vs. NSH,NSH,1,1,0,0,0,2,2,2,40,27,0,3,0,1,0,100,37,25,59.7
San Jose Sharks,2013/01/27  vs. VAN,VAN,1,1,0,0,0,2,4,1,27,24,2,8,25,7,0,100,42,20,67.7
Florida Panthers,2013/04/20  @ NJD,NJD,1,0,1,0,0,0,2,6,13,33,1,2,50,3,1,66.7,26,23,53.1
St. Louis Blues,2013/04/04  @ CHI,CHI,1,1,0,0,0,2,3,3,22,36,0,1,0,2,0,100,31,32,49.2
Chicago Blackhawks,2013/02/10  @ NSH,NSH,1,1,0,0,0,2,3,0,27,17,0,2,0,1,0,100,20,29,40.8
Toronto Maple Leafs,2013/03/28  vs. CAR,CAR,1,1,0,0,0,2,6,3,36,22,1,4,25,3,1,66.7,25,35,41.7
Montreal Canadiens,2013/02/09  vs. TOR,TOR,1,0,1,0,0,0,0,6,37,28,0,4,0,6,2,66.7,23,48,32.4
Montreal Canadiens,2013/02/06  vs. BOS,BOS,1,0,1,0,0,0,1,2,21,23,1,5,20,4,0,100,26,38,40.6
Chicago Blackhawks,2013/03/31  @ DET,DET,1,1,0,0,0,2,7,1,26,34,0,0,0,2,0,100,26,34,43.3
Boston Bruins,2013/04/06  @ MTL,MTL,1,0,1,0,0,0,1,2,27,29,0,1,0,1,1,0,33,35,48.5
Tampa Bay Lightning,2013/04/09  vs. OTT,OTT,1,1,0,0,0,2,3,2,24,33,2,7,28.6,4,1,75,34,28,54.8
Philadelphia Flyers,2013/02/01  @ WSH,WSH,1,0,1,0,0,0,2,3,31,26,0,3,0,5,0,100,40,29,58
Winnipeg Jets,2013/04/02  @ NYI,NYI,1,0,1,0,0,0,2,5,25,39,0,1,0,1,1,0,22,26,45.8
Nashville Predators,2013/02/19  vs. DET,DET,1,1,0,0,0,2,4,3,25,29,1,6,16.7,2,0,100,21,31,40.4
Columbus Blue Jackets,2013/03/29  @ CGY,CGY,1,1,0,0,0,2,6,4,25,33,0,1,0,4,1,75,39,20,66.1
New York Islanders,2013/02/05  vs. PIT,PIT,1,0,1,0,0,0,2,4,34,26,0,7,0,3,1,66.7,28,25,52.8
Los Angeles Kings,2013/02/20  @ CGY,CGY,1,1,0,0,0,2,3,1,33,27,0,1,0,4,0,100,40,22,64.5
Chicago Blackhawks,2013/02/01  @ VAN,VAN,1,0,0,0,1,1,1,1,28,22,0,5,0,4,0,100,30,20,60
St. Louis Blues,2013/03/01  vs. EDM,EDM,1,1,0,0,0,2,4,2,30,17,1,2,50,3,0,100,24,24,50
Boston Bruins,2013/02/28  vs. OTT,OTT,1,1,0,0,0,2,2,1,46,31,0,3,0,5,1,80,37,20,64.9
Los Angeles Kings,2013/01/24  @ EDM,EDM,1,0,0,0,1,1,1,2,31,39,0,8,0,9,1,88.9,35,34,50.7
Carolina Hurricanes,2013/02/12  @ NJD,NJD,1,1,0,0,0,2,4,2,25,28,2,5,40,4,1,75,31,29,51.7
Washington Capitals,2013/03/19  @ PIT,PIT,1,0,1,0,0,0,1,2,29,36,1,5,20,3,1,66.7,31,30,50.8
Anaheim Ducks,2013/04/01  @ DAL,DAL,1,1,0,0,0,2,4,0,30,26,1,2,50,4,0,100,30,28,51.7
New York Rangers,2013/02/28  vs. TBL,TBL,1,1,0,0,0,2,4,1,42,25,1,4,25,3,0,100,38,19,66.7
San Jose Sharks,2013/03/10  @ COL,COL,1,0,0,0,1,1,2,3,38,42,0,5,0,4,1,75,47,32,59.5
Philadelphia Flyers,2013/04/23  vs. BOS,BOS,1,1,0,0,0,2,5,2,29,41,0,3,0,3,0,100,30,34,46.9
Winnipeg Jets,2013/02/28  vs. NJD,NJD,1,1,0,0,0,2,3,1,21,23,0,3,0,3,0,100,34,30,53.1
Columbus Blue Jackets,2013/04/17  @ ANA,ANA,1,1,0,0,0,2,3,2,28,28,0,3,0,3,1,66.7,34,33,50.7
Los Angeles Kings,2013/02/25  vs. ANA,ANA,1,1,0,0,0,2,5,2,25,26,1,2,50,3,1,66.7,41,24,63.1
Anaheim Ducks,2013/04/17  vs. CBJ,CBJ,1,0,0,0,1,1,2,3,28,28,1,3,33.3,3,0,100,33,34,49.3
Pittsburgh Penguins,2013/02/24  vs. TBL,TBL,1,1,0,0,0,2,5,3,22,30,1,2,50,2,1,50,32,36,47.1
